id,size,forks,open_issues,subscribers_count,stargazers_count,language_dictionary,owner_type,url,pushed_at,topics,description
9158654,1313,725,157,203,6070,"{'css': 32374, 'javascript': 48007}",User,https://api.github.com/repos/jakiestfu/Snap.js,2016-10-31T06:17:11Z,[],a library for creating beautiful mobile shelfs in javascript facebook and path style side menus
8877512,25513,1760,87,474,5689,{'java': 387553},User,https://api.github.com/repos/nhaarman/ListViewAnimations,2016-11-03T13:04:11Z,[],deprecated an android library which allows developers to easily add animations to listview items
40706,10806,622,10,197,5412,"{'css': 129887, 'ruby': 38638}",User,https://api.github.com/repos/joshuaclayton/blueprint-css,2016-06-27T05:08:49Z,[],a css framework that aims to cut down on your css development time
17753931,949,351,16,170,5215,{'javascript': 90125},User,https://api.github.com/repos/daniel-lundin/snabbt.js,2016-09-10T21:22:34Z,[],fast animations with javascript and css transforms
14235657,2745,298,27,255,4963,"{'css': 4562, 'ruby': 1079}",Organization,https://api.github.com/repos/north/north,2016-01-07T16:43:56Z,[],design and development standards to align and guide your project
15633115,3543,349,32,148,4822,{'go': 19796},User,https://api.github.com/repos/rakyll/boom,2016-09-02T20:04:09Z,[],http s load apachebench ab written in go
8069107,3598,214,11,152,4747,{'html': 22},User,https://api.github.com/repos/christiannaths/Redacted-Font,2016-10-13T14:49:39Z,[],keep your wireframes free of distracting lorem ipsum
1630999,6186,494,115,163,4566,"{'coffeescript': 77275, 'javascript': 147719, 'makefile': 317}",User,https://api.github.com/repos/josephg/ShareJS,2016-09-12T00:37:39Z,[],collaborative editing in any app
49268802,17476,1436,92,212,4551,"{'c++': 37409, 'glsl': 216547, 'java': 838508, 'makefile': 462}",User,https://api.github.com/repos/wuhaoyu1990/MagicCamera,2016-11-14T03:37:02Z,[],real time filter camera videorecorder and imageeditor with face beauty for android    
2942615,1207,1612,42,345,4516,{'java': 448108},User,https://api.github.com/repos/JakeWharton/NineOldAndroids,2016-04-23T04:31:21Z,[],deprecated android library for using the honeycomb animation api on all versions of the platform back to  
11776741,1389,455,81,106,4400,"{'css': 2222, 'html': 1040, 'javascript': 138759, 'shell': 866}",User,https://api.github.com/repos/jakiestfu/Medium.js,2016-06-27T19:41:36Z,[],a tiny javascript library for making contenteditable beautiful like medium s editor
14816993,65956,280,18,149,4387,"{'assembly': 2189, 'awk': 19129, 'c': 10332497, 'c++': 118748, 'css': 7378, 'emacs lisp': 30222, 'erlang': 27596, 'html': 5785, 'idl': 2038, 'javascript': 33244, 'makefile': 350613, 'mathematica': 34628, 'newlisp': 37316, 'objective-c': 5173, 'perl': 55149, 'postscript': 64070, 'prolog': 140159, 'python': 1822, 'ruby': 28952, 'shell': 29389, 'smalltalk': 25677, 'systemverilog': 27798, 'vim script': 8674024}",User,https://api.github.com/repos/coolwanglu/vim.js,2016-05-12T09:08:08Z,[],javascript port of vim
23384104,787,186,21,126,4372,{'javascript': 40809},User,https://api.github.com/repos/bendc/sprint,2016-12-21T04:18:43Z,[],a lightning fast jquery like library for modern browsers
3277032,2171,366,87,116,4323,"{'css': 11087, 'html': 34186, 'javascript': 224271}",User,https://api.github.com/repos/OscarGodson/EpicEditor,2016-09-26T01:19:42Z,[],epiceditor is an embeddable javascript markdown editor with split fullscreen live automatic draft offline and more for it offers a robust can be easily and allows you to swap out the bundled markdown parser with anything you throw at it
17469184,7256,461,61,187,4276,"{'css': 183290, 'html': 272073, 'javascript': 9037}",User,https://api.github.com/repos/bootflat/bootflat.github.io,2016-11-22T04:11:19Z,[],bootflat is an open source flat ui kit based on bootstrap    css framework it provides a easier and less repetitive way for web developers to create elegant web apps
2831096,9178,1468,3,235,4007,"{'awk': 757, 'batchfile': 1568, 'c': 4890477, 'c++': 19980136, 'digital command language': 6599, 'emacs lisp': 3759, 'groff': 178388, 'html': 326549, 'm4': 110020, 'makefile': 347501, 'nsis': 958, 'objective-c': 171315, 'objective-c++': 2733, 'perl': 85662, 'python': 73136, 'shell': 259615, 'yacc': 28643}",User,https://api.github.com/repos/TTimo/doom3.gpl,2016-03-21T15:33:56Z,[],doom  gpl source release
3019524,1128,702,97,188,3941,"{'objective-c': 151028, 'ruby': 882}",User,https://api.github.com/repos/pkluz/PKRevealController,2016-08-22T21:12:41Z,[],pkrevealcontroller is a delightful view controller container for enabling you to present multiple controllers on top of one another
165886,2265,799,50,308,3847,"{'c++': 248944, 'perl': 8412, 'php': 66560, 'python': 14779, 'shell': 645}",Organization,https://api.github.com/repos/facebookarchive/scribe,2016-09-24T10:47:35Z,[],scribe is a server for aggregating log data streamed in real time from a large number of servers
43000411,1970,858,33,196,3644,"{'java': 12280, 'javascript': 48356, 'objective-c': 5005}",User,https://api.github.com/repos/race604/ZhiHuDaily-React-Native,2016-08-15T08:13:51Z,[],a zhihu daily http and and daily zhihu com and app client implemented using react native android and ios
31341,880,815,53,230,3592,{'ruby': 111772},User,https://api.github.com/repos/ryanb/ruby-warrior,2016-09-16T00:56:36Z,[],game written in ruby for learning ruby and artificial intelligence
17576377,240,258,11,78,3580,"{'css': 9551, 'html': 5078}",User,https://api.github.com/repos/jxnblk/loading,2016-05-29T11:03:52Z,[],this could take a while
2688310,458,668,8,189,3554,"{'mercury': 1501, 'objective-c': 11962}",Organization,https://api.github.com/repos/Xcode-Snippets/Objective-C,2016-11-24T10:21:29Z,[],a few code snippets from my xcode arsenal
21739472,1708,248,48,235,3544,"{'assembly': 11147, 'batchfile': 2134, 'c': 797848, 'c++': 48812, 'objective-c': 3140}",User,https://api.github.com/repos/wishstudio/flinux,2016-03-31T09:32:36Z,[],foreign linux run unmodified linux applications inside windows
28242126,234,178,39,142,3516,{'javascript': 13853},Organization,https://api.github.com/repos/reapp/reapp,2016-05-23T16:52:30Z,[],deprecated make hybrid mobile apps with power
56582693,157648,322,14,139,3500,{'python': 13255},User,https://api.github.com/repos/pavelgonchar/colornet,2016-12-06T20:31:32Z,[],neural network to colorize grayscale images
11720297,719,1199,33,145,3483,{'java': 66654},User,https://api.github.com/repos/yangfuhai/ASimpleCache,2016-09-13T10:33:53Z,[],a simple cache for android and java
