language,count,count_distribution,bytes,bytes_distribution,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
qml,1,0.0003109452736318408,2739,1.3759981409004162e-06,0.3672074004558252,0.3672074004558252,0.3672074004558252,0.3672074004558252,0.3672074004558252
hlsl,1,0.0003109452736318408,21077,1.0588504131346504e-05,0.0014812305661839919,0.0014812305661839919,0.0014812305661839919,0.0014812305661839919,0.0014812305661839919
sqlpl,1,0.0003109452736318408,20880,1.0489536758671299e-05,0.00020227766197403158,0.00020227766197403158,0.00020227766197403158,0.00020227766197403158,0.00020227766197403158
sourcepawn,1,0.0003109452736318408,13638,6.8513554748447885e-06,0.00013211986369740625,0.00013211986369740625,0.00013211986369740625,0.00013211986369740625,0.00013211986369740625
brainfuck,1,0.0003109452736318408,2223,1.1167739566344012e-06,2.1535595908442156e-05,2.1535595908442156e-05,2.1535595908442156e-05,2.1535595908442156e-05,2.1535595908442156e-05
d,1,0.0003109452736318408,3640,1.8286357184656864e-06,0.005518713593925776,0.005518713593925776,0.005518713593925776,0.005518713593925776,0.005518713593925776
processing,1,0.0003109452736318408,88026,4.422183729496168e-05,0.017222276460717122,0.017222276460717122,0.017222276460717122,0.017222276460717122,0.017222276460717122
shaderlab,1,0.0003109452736318408,1813,9.108012520819476e-07,0.00908621631509575,0.00908621631509575,0.00908621631509575,0.00908621631509575,0.00908621631509575
logos,1,0.0003109452736318408,280,1.4066428603582203e-07,0.021500422329724333,0.021500422329724333,0.021500422329724333,0.021500422329724333,0.021500422329724333
f#,1,0.0003109452736318408,931,4.677087510691082e-07,0.000958465795845756,0.000958465795845756,0.000958465795845756,0.000958465795845756,0.000958465795845756
liquid,1,0.0003109452736318408,31,1.557354595396601e-08,5.947173749558758e-05,5.947173749558758e-05,5.947173749558758e-05,5.947173749558758e-05,5.947173749558758e-05
