language,count,count_distribution,bytes,bytes_distribution,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
clojure,5,0.001554726368159204,1828305,0.0009184900624311556,0.5247,0.3879,0.4017,0.9709547667469124,0.010464751362300647
shell,306,0.09514925373134328,7757175,0.0038969910108211706,0.1352,0.2869,0.0088,1.0,6.7255696394769246e-06
python,222,0.06902985074626866,56892387,0.028581167850816724,0.4611,0.4318,0.2895,1.0,0.00013272832282029657
html,365,0.1134950248756219,46597016,0.023409057096570627,0.1396,0.2081,0.0467,1.0,6.675486400213616e-05
css,300,0.09328358208955224,25418170,0.012769388340668394,0.1447,0.2331,0.045,1.0,8.764612340489357e-06
purebasic,2,0.0006218905472636816,3550,1.7834221979541721e-06,0.01,0.0116,0.01,0.01819014191973142,0.0017238642570693607
java,146,0.04539800995024876,216513141,0.10877023712906524,0.6825,0.3989,0.9232,1.0,1.0464560119543573e-05
javascript,471,0.146455223880597,176910077,0.08887474883481178,0.6107,0.3879,0.7575,1.0,8.590087468565649e-05
c++,85,0.02643034825870647,107717735,0.0541144224541817,0.3517,0.394,0.1269,1.0,4.465027509762028e-05
tex,16,0.004975124378109453,3091502,0.0015530854343154138,0.31,0.4173,0.0167,0.9974738984968595,0.0003253697559656404
makefile,154,0.04788557213930348,2271107,0.001140941588092706,0.0314,0.098,0.0045,1.0,3.5092703995966186e-05
coffeescript,26,0.00808457711442786,3466206,0.001741326400868152,0.2505,0.3242,0.0957,1.0,0.0007874240392570825
visual basic,4,0.0012437810945273632,10431,5.240247027284499e-06,0.0994,0.186,0.0097,0.3780532263944586,5.328712138024493e-05
php,53,0.016480099502487564,15476200,0.00777481651266996,0.5126,0.4675,0.6633,1.0,4.793847614322559e-06
batchfile,51,0.01585820895522388,256205,0.0001287103335850278,0.0074,0.0194,0.0012,0.1173877051540455,6.653048762922134e-07
c#,23,0.007151741293532339,9874315,0.004960583819885028,0.5344,0.4457,0.7061,1.0,0.0007140394411150326
vim script,21,0.0065298507462686565,888473,0.0004463443578825175,0.4851,0.4313,0.4966,1.0,0.0011103017616316485
erlang,4,0.0012437810945273632,100495,5.048591937560691e-05,0.4106,0.4882,0.3291,0.9837638114186237,0.0005286192776637079
dockerfile,91,0.028296019900497512,799070,0.0004014307537237297,0.033,0.1345,0.0026,0.9499036072077293,9.79927845501395e-06
typescript,52,0.01616915422885572,13897068,0.006981504100754533,0.4506,0.3703,0.3773,1.0,0.0009184874798888801
kotlin,21,0.0065298507462686565,5160869,0.00259267840431931,0.377,0.4267,0.1159,1.0,6.945491326345054e-05
swift,57,0.017723880597014924,9177276,0.004610410629620302,0.7029,0.4024,0.9667,1.0,0.00010397964058047407
objective-c,87,0.027052238805970148,131173562,0.0658979837339487,0.3395,0.4039,0.055,1.0,4.0192278123624944e-05
ruby,116,0.036069651741293535,4505777,0.0022635782312201004,0.1929,0.3389,0.0116,1.0,1.6444842837550604e-05
c,92,0.028606965174129355,103981321,0.05223735099830938,0.2346,0.3336,0.0409,1.0,7.489251052427004e-06
assembly,12,0.0037313432835820895,7362329,0.0036986312583779553,0.1441,0.2987,0.0104,1.0,0.00036292111714329717
go,75,0.02332089552238806,26917775,0.013522748578742498,0.711,0.362,0.8966,1.0,0.0008089872114348015
powershell,14,0.004353233830845771,94239,4.734307732760654e-05,0.0976,0.2501,0.0018,0.8613864067154076,0.0003360092519756823
vue,15,0.0046641791044776115,1857744,0.000933279404990472,0.2838,0.2641,0.1846,0.7770484749766209,0.001009790578214866
roff,12,0.0037313432835820895,2879473,0.0014465679060872377,0.0713,0.1357,0.0153,0.3949365513809405,6.740381301562464e-05
perl,19,0.005907960199004975,1254687,0.0006303201823336694,0.2784,0.3854,0.05,1.0,4.835064902664451e-05
emacs lisp,5,0.001554726368159204,107804,5.415775961359199e-05,0.1143,0.0983,0.1204,0.2577696526508227,1.0239822256060889e-05
applescript,3,0.0009328358208955224,30003,1.5072680621188459e-05,0.0517,0.0308,0.0439,0.08569416068623184,0.02560586448628074
haskell,2,0.0006218905472636816,390134,0.0001959925734582121,0.4141,0.5721,0.4141,0.818655978455259,0.009528368761680308
lua,16,0.004975124378109453,759627,0.0003816156771733335,0.1685,0.2991,0.0087,0.9472424629359187,0.0003852591070427131
jupyter notebook,26,0.00808457711442786,158819609,0.07978659610169077,0.6855,0.4087,0.9426,1.0,0.0007491006535903203
objective-c++,10,0.003109452736318408,4037410,0.0020282835538710294,0.1277,0.2018,0.0259,0.5114084801021411,9.137564836299324e-05
ragel,2,0.0006218905472636816,21840,1.0971814310794117e-05,0.0012,0.0006,0.0012,0.0015471297843539101,0.0007657525854766187
cap'n proto,2,0.0006218905472636816,20157,1.0126321477228802e-05,0.0023,0.003,0.0023,0.004417937377053288,0.00023313750596575685
xslt,7,0.0021766169154228856,245602,0.0001233836784963213,0.0015,0.0019,0.0003,0.004495524425553586,5.11165700917434e-05
tsql,7,0.0021766169154228856,3421423,0.0017188286554340724,0.083,0.1627,0.0051,0.4358490665927721,8.289698758600978e-05
freemarker,6,0.0018656716417910447,3522803,0.0017697591744280426,0.0571,0.0622,0.0454,0.13996989295272078,0.001289281422945701
cmake,26,0.00808457711442786,534958,0.0002687481611755403,0.0154,0.0284,0.0046,0.14023593964334705,5.6940576868774205e-05
scala,12,0.0037313432835820895,259386674,0.13030871894791615,0.2363,0.2841,0.1924,1.0,0.0003909767496130828
rich text format,5,0.001554726368159204,92172,4.63046734731921e-05,0.0068,0.0088,0.0016,0.02118890014078593,0.0007201081319158307
idl,3,0.0009328358208955224,7363,3.698968350291991e-06,0.0013,0.0011,0.0013,0.002408631037961976,0.00014975593762391558
inno setup,1,0.0003109452736318408,3858,1.9381529125935763e-06,0.00143557441209544,0.00143557441209544,0.00143557441209544,0.00143557441209544,0.00143557441209544
groovy,12,0.0037313432835820895,1874033,0.000941462549830606,0.2381,0.3512,0.0682,1.0,0.0004286274906148107
prolog,1,0.0003109452736318408,287,1.4418089318671758e-07,2.855810903525832e-05,2.855810903525832e-05,2.855810903525832e-05,2.855810903525832e-05,2.855810903525832e-05
smarty,9,0.002798507462686567,85509,4.2957365837989665e-05,0.025,0.0441,0.0008,0.1338036963036963,5.298006640583853e-05
hack,4,0.0012437810945273632,1048232,0.0005266028781425064,0.202,0.3766,0.0203,0.7667529289082936,0.0006842503544474823
m4,12,0.0037313432835820895,674333,0.0003387663214121213,0.0196,0.0272,0.0131,0.0973176709433371,8.51848431484318e-05
smali,3,0.0009328358208955224,3536904,0.0017768431283472967,0.125,0.1164,0.1369,0.23504138566776217,0.003167247514115944
common lisp,1,0.0003109452736318408,265,1.33128699283903e-07,0.001241851811932087,0.001241851811932087,0.001241851811932087,0.001241851811932087,0.001241851811932087
matlab,5,0.001554726368159204,454043,0.00022809869437343834,0.3751,0.4868,0.0628,1.0,1.604799594144737e-05
qmake,3,0.0009328358208955224,15624,7.849067160798868e-06,0.0026,0.0027,0.0023,0.005474001897336065,9.01796168331333e-06
rust,9,0.002798507462686567,3145045,0.0015799839624126139,0.6643,0.4205,0.8649,1.0,0.002681806510513252
dart,4,0.0012437810945273632,81044,4.0714272848168426e-05,0.626,0.3945,0.7174,1.0,0.06898019767803104
gherkin,4,0.0012437810945273632,79384,3.988033458095606e-05,0.0581,0.0595,0.0459,0.13951043206834238,0.0010465245704076515
asp,4,0.0012437810945273632,37761,1.8970086089280984e-05,0.0008,0.0009,0.0005,0.0020698300006327048,1.3425367195673657e-05
yacc,3,0.0009328358208955224,126832,6.371690259462636e-05,0.0742,0.0641,0.1022,0.11948398519440363,0.0008733312834944169
nsis,4,0.0012437810945273632,93472,4.6957757658358413e-05,0.1528,0.2907,0.0096,0.5886985052861831,0.0032251269464861915
awk,3,0.0009328358208955224,2841,1.4272401308134656e-06,0.0,0.0,0.0,4.967572416204275e-05,2.224672870952828e-05
groff,2,0.0006218905472636816,8244,4.141558478854703e-06,0.0031,0.0022,0.0031,0.00466560425063992,0.0016216316585413156
dtrace,2,0.0006218905472636816,159049,7.990183582039806e-05,0.0016,0.0005,0.0016,0.0019678997115062306,0.0012767873939723497
lex,3,0.0009328358208955224,43866,2.203706989731203e-05,0.0014,0.0016,0.001,0.00327070016485565,6.065667811739868e-05
glsl,7,0.0021766169154228856,244901,0.0001230315154087816,0.158,0.2614,0.0162,0.6745437599591113,0.002592231141177813
perl 6,2,0.0006218905472636816,5598,2.8122809758161847e-06,0.0152,0.0205,0.0152,0.029659993790891008,0.0007042863605881994
holyc,1,0.0003109452736318408,269774828,0.13552744132520245,0.3331752282948933,0.3331752282948933,0.3331752282948933,0.3331752282948933,0.3331752282948933
jasmin,3,0.0009328358208955224,257592979,0.1294076159959839,0.1085,0.1815,0.0073,0.3181099864426402,0.0001819721028854446
objective-j,2,0.0006218905472636816,12547576,0.006303556498286484,0.0113,0.006,0.0113,0.015495307712210485,0.0070652646902913925
supercollider,1,0.0003109452736318408,12224694,0.006141349476844276,0.015097647339748143,0.015097647339748143,0.015097647339748143,0.015097647339748143,0.015097647339748143
plpgsql,4,0.0012437810945273632,3409663,0.001712920755420568,0.1139,0.2168,0.0083,0.43892936919715475,0.0002006504234015763
digital command language,1,0.0003109452736318408,754629,0.00037910481966759406,0.27355169261308315,0.27355169261308315,0.27355169261308315,0.27355169261308315,0.27355169261308315
plsql,6,0.0018656716417910447,129702,6.515871152649353e-05,0.0445,0.1028,0.0031,0.25439285933965294,4.7001892600933656e-05
actionscript,3,0.0009328358208955224,147010,7.385377389330785e-05,0.3689,0.5491,0.1064,1.0,0.00024071928039424073
angelscript,1,0.0003109452736318408,1655,8.314264049617338e-07,0.0012091536216890743,0.0012091536216890743,0.0012091536216890743,0.0012091536216890743,0.0012091536216890743
gap,4,0.0012437810945273632,506036,0.0002542185451729401,0.0076,0.01,0.0038,0.022329490785691793,0.00032654391546258117
antlr,1,0.0003109452736318408,11453,5.753671671315249e-06,0.005022677258450579,0.005022677258450579,0.005022677258450579,0.005022677258450579,0.005022677258450579
cuda,4,0.0012437810945273632,33302,1.6730007334160518e-05,0.0204,0.0138,0.0213,0.0363162535936279,0.002698501596240429
scheme,2,0.0006218905472636816,10580,5.315100522353561e-06,0.0004,0.0004,0.0004,0.0006731141226412808,9.061373715107154e-05
eagle,1,0.0003109452736318408,2549808,0.0012809532923158118,0.26649793464226074,0.26649793464226074,0.26649793464226074,0.26649793464226074,0.26649793464226074
sed,1,0.0003109452736318408,17563,8.823167341596936e-06,0.0016402428153339495,0.0016402428153339495,0.0016402428153339495,0.0016402428153339495,0.0016402428153339495
nginx,2,0.0006218905472636816,18340,9.213510735346342e-06,0.0057,0.0077,0.0057,0.011069791088055584,0.0002336719637851667
hcl,1,0.0003109452736318408,1026,5.154341338312622e-07,0.0006439647137463871,0.0006439647137463871,0.0006439647137463871,0.0006439647137463871,0.0006439647137463871
gnuplot,1,0.0003109452736318408,588279,0.00029553516258881197,0.7036367224644312,0.7036367224644312,0.7036367224644312,0.7036367224644312,0.7036367224644312
ampl,1,0.0003109452736318408,31132,1.5639859117382897e-05,0.03723678466129621,0.03723678466129621,0.03723678466129621,0.03723678466129621,0.03723678466129621
tcl,1,0.0003109452736318408,363108,0.0001824154556210545,0.13052325696339354,0.13052325696339354,0.13052325696339354,0.13052325696339354,0.13052325696339354
elixir,3,0.0009328358208955224,665186,0.0003341711206108011,0.9953,0.0081,1.0,1.0,0.9858933099727972
pascal,1,0.0003109452736318408,13535,6.799611112481611e-06,0.0017477214734990029,0.0017477214734990029,0.0017477214734990029,0.0017477214734990029,0.0017477214734990029
smalltalk,1,0.0003109452736318408,14772,7.421045833289868e-06,0.0043154181547293,0.0043154181547293,0.0043154181547293,0.0043154181547293,0.0043154181547293
m,2,0.0006218905472636816,3761,1.8894227849311665e-06,0.0092,0.0127,0.0092,0.01816218896734835,0.00022413196890329025
r,4,0.0012437810945273632,695966,0.000349634144625739,0.6555,0.231,0.6907,0.8883932664024705,0.3523783278984675
maxscript,1,0.0003109452736318408,326,1.6377341874170707e-07,0.005550447781523479,0.005550447781523479,0.005550447781523479,0.005550447781523479,0.005550447781523479
julia,1,0.0003109452736318408,404244,0.00020308104872951728,0.9878547654772319,0.9878547654772319,0.9878547654772319,0.9878547654772319,0.9878547654772319
ocaml,2,0.0006218905472636816,564867,0.0002837736187864167,0.3355,0.4732,0.3355,0.6701662557837339,0.0009158512472605105
apacheconf,1,0.0003109452736318408,1718,8.630758693197937e-07,0.0005710504036741343,0.0005710504036741343,0.0005710504036741343,0.0005710504036741343,0.0005710504036741343
solidity,1,0.0003109452736318408,69615,3.4972658115656254e-05,0.5349527022354054,0.5349527022354054,0.5349527022354054,0.5349527022354054,0.5349527022354054
