id,language_dictionary,total_bytes_written,language_distribution,all_languages,main_language,languages_used,language_combinations,owner_type,open_issues,stars,watchers,forks,size,topics,description
995750,"{'vim script': 46945, 'erlang': 423}",47368,"{'vim script': 0.9910699206215167, 'erlang': 0.008930079378483365}","['vim script', 'erlang']",vim script,2,[],Organization,192,20833,723,2378,935,[],the plug in manager for vim
28751632,"{'python': 1790, 'shell': 732, 'dockerfile': 60}",2582,"{'python': 0.6932610379550735, 'shell': 0.28350116189000774, 'dockerfile': 0.023237800154918668}","['python', 'shell', 'dockerfile']",python,3,['dockerfile shell'],User,35,20677,1333,2273,15539,"['linux', 'linux-insides', 'linux-kernel']",a little bit about a linux kernel
72907253,"{'java': 229057, 'html': 21607, 'dockerfile': 176, 'css': 96}",250936,"{'java': 0.912810437721172, 'html': 0.08610562055663595, 'dockerfile': 0.000701374055536073, 'css': 0.0003825676666560398}","['java', 'html', 'dockerfile', 'css']",java,4,['css dockerfile html'],User,20,20618,1221,9357,1011,"['docker', 'docker-composer', 'fastdfs', 'mongodb', 'mybatis', 'rabbitmq', 'scheduler', 'spring', 'spring-boot', 'spring-boot-examples', 'spring-boot-mail', 'spring-boot-mongodb', 'spring-boot-upload-file', 'spring-cloud', 'spring-data-jpa', 'springboot', 'springboot-shiro', 'springcloud', 'thymeleaf']",about learning spring boot via examples spring boot   
60325062,"{'tex': 30348, 'python': 5084}",35432,"{'tex': 0.8565138857529917, 'python': 0.14348611424700836}","['tex', 'python']",tex,2,[],User,32,20554,2032,3982,147,"['deep-learning', 'deep-neural-networks', 'machine-learning']",the most cited deep learning papers
9603240,"{'html': 61569, 'css': 20396, 'javascript': 10931}",92896,"{'html': 0.6627734240440923, 'css': 0.21955735446090252, 'javascript': 0.11766922149500517}","['html', 'css', 'javascript']",html,3,['css javascript'],Organization,19,20512,815,2084,455,['pure'],a set of responsive css modules that you can use in every web project
24635156,"{'typescript': 46357, 'css': 27915, 'javascript': 11822, 'html': 7621}",93715,"{'typescript': 0.49465933948674173, 'css': 0.29787120524995997, 'javascript': 0.1261484287467321, 'html': 0.08132102651656618}","['typescript', 'css', 'javascript', 'html']",typescript,4,['css html javascript'],User,133,20498,493,2829,3724,"['alert', 'dialog', 'modal', 'popup', 'sweetalert', 'ui']",a beautiful replacement for javascript s alert
12244426,"{'javascript': 16398, 'html': 5549, 'css': 4381}",26328,"{'javascript': 0.6228350045578851, 'html': 0.21076420540869037, 'css': 0.16640079003342448}","['javascript', 'html', 'css']",javascript,3,['css html'],User,115,20282,439,1652,344,[],for slim progress bars like on etc
32665718,"{'typescript': 399197, 'html': 15614, 'dockerfile': 187}",414998,"{'typescript': 0.9619251177114106, 'html': 0.037624277707362444, 'dockerfile': 0.00045060458122689746}","['typescript', 'html', 'dockerfile']",typescript,3,['dockerfile html'],Organization,220,19674,416,649,7811,"['console', 'electron', 'pty', 'react', 'terminal', 'terminal-emulators', 'terminals', 'tty']",a terminal emulator for the st century
1580851,"{'javascript': 122255, 'html': 44055, 'css': 29949}",196259,"{'javascript': 0.6229268466669045, 'html': 0.22447378209406957, 'css': 0.15259937123902598}","['javascript', 'html', 'css']",javascript,3,['css html'],User,561,19576,602,2973,28134,[],javascript image gallery for mobile and framework independent
33895378,"{'javascript': 55505, 'html': 11622, 'css': 5140}",72267,"{'javascript': 0.7680545753940249, 'html': 0.16082029141932003, 'css': 0.07112513318665505}","['javascript', 'html', 'css']",javascript,3,['css html'],User,231,19553,399,1739,1832,"['component', 'drag-and-drop', 'drag-drop', 'dragging', 'front-end', 'vanilla']",drag and drop so simple it hurts
18347476,"{'kotlin': 1403369, 'html': 35552, 'shell': 9569, 'java': 2065}",1450555,"{'kotlin': 0.96747038202619, 'html': 0.024509239566924385, 'shell': 0.006596785368359007, 'java': 0.001423593038526633}","['kotlin', 'html', 'shell', 'java']",kotlin,4,['java shell'],Organization,40,19524,1500,6035,54604,[],the google i and o  android app
20965586,"{'swift': 160698, 'objective-c': 1389, 'ruby': 683}",162770,"{'swift': 0.9872703815199361, 'objective-c': 0.008533513546722368, 'ruby': 0.004196104933341525}","['swift', 'objective-c', 'ruby']",swift,3,['objective-c ruby'],Organization,95,19262,651,3095,1105,"['carthage', 'cocoapods', 'json', 'json-parser', 'json-parsing-library', 'json-parsing-swift', 'request', 'response', 'swift4-2', 'swiftyjson', 'xcode10']",the better way to deal with json data in swift
34757182,"{'python': 1467402, 'c++': 654}",1468056,"{'python': 0.9995545129068646, 'c++': 0.0004454870931354117}","['python', 'c++']",python,2,[],User,54,19024,887,2909,7572,"['algorithm', 'coding', 'competitive-programming', 'data-structure', 'development', 'interview', 'interview-practice', 'interview-questions', 'programming']", and interactive python coding interview challenges algorithms and data structures includes anki flashcards
18511024,"{'html': 22283, 'javascript': 13218, 'css': 4883}",40384,"{'html': 0.5517779318541997, 'javascript': 0.32730784469096674, 'css': 0.1209142234548336}","['html', 'javascript', 'css']",html,3,['css javascript'],Organization,72,18590,1024,3226,10166,[],web starter kit a workflow for multi device websites
14807173,"{'c': 518507, 'c++': 142301, 'assembly': 20356, 'makefile': 9623, 'ruby': 4779, 'shell': 456}",696022,"{'c': 0.7449577743232254, 'c++': 0.20444899730180943, 'assembly': 0.0292462019878682, 'makefile': 0.01382571240564235, 'ruby': 0.0068661622764797665, 'shell': 0.0006551517049748428}","['c', 'c++', 'assembly', 'makefile', 'ruby', 'shell']",c,6,['c++ makefile shell'],User,74,18565,1682,3229,5986,[],how to make a computer operating system in c and and
133251103,"{'go': 223034, 'makefile': 3901, 'shell': 2187, 'dockerfile': 314}",229436,"{'go': 0.9720967938771596, 'makefile': 0.017002562806185603, 'shell': 0.009532069945431406, 'dockerfile': 0.0013685733712233477}","['go', 'makefile', 'shell', 'dockerfile']",go,4,['makefile shell'],User,49,18491,273,666,3520,"['cli', 'docker', 'docker-image', 'explorer', 'inspector', 'tui']",a tool for exploring each layer in a docker image
15975439,{'javascript': 50701},50701,{'javascript': 1.0},['javascript'],javascript,1,[],Organization,8,18399,440,2070,1090,"['animation', 'reveal', 'scroll', 'scrollreveal', 'transform', 'transition', 'unpkg']",animate elements as they scroll into view
45942274,"{'javascript': 927377, 'shell': 211}",927588,"{'javascript': 0.9997725283207631, 'shell': 0.0002274716792369026}","['javascript', 'shell']",javascript,2,[],Organization,208,18396,281,2027,7137,"['assertion-library', 'assertions', 'ava', 'chai', 'enzyme', 'jest', 'mocha', 'react', 'react-components', 'test', 'test-runners', 'testing', 'traversal']",javascript testing utilities for react
7240954,"{'shell': 1683, 'powershell': 1386}",3069,"{'shell': 0.5483870967741935, 'powershell': 0.45161290322580644}","['shell', 'powershell']",shell,2,[],Organization,156,18227,413,2378,20700,[],patched fonts for powerline users
8900723,"{'go': 113076, 'javascript': 34386, 'html': 7255, 'makefile': 1433}",156150,"{'go': 0.724149855907781, 'javascript': 0.2202113352545629, 'html': 0.04646173551072687, 'makefile': 0.009177073326929235}","['go', 'javascript', 'html', 'makefile']",go,4,['html javascript makefile'],User,204,17940,633,3132,858,[],introspected tunnels to localhost
29749635,"{'python': 19488744, 'css': 1612, 'makefile': 684, 'dockerfile': 191}",19491231,"{'python': 0.9998724041595937, 'css': 8.270385795540569e-05, 'makefile': 3.5092703995966186e-05, 'dockerfile': 9.79927845501395e-06}","['python', 'css', 'makefile', 'dockerfile']",python,4,['dockerfile makefile'],User,11,17923,1543,5523,49025,"['aws', 'big-data', 'caffe', 'data-science', 'deep-learning', 'hadoop', 'kaggle', 'keras', 'machine-learning', 'mapreduce', 'matplotlib', 'numpy', 'pandas', 'scikit-learn', 'scipy', 'spark', 'tensorflow', 'theano']",data science python notebooks deep learning keras scikit big data hadoop hdfs python and various command lines
3428345,"{'html': 83172, 'javascript': 25999, 'makefile': 749}",109920,"{'html': 0.7566593886462882, 'javascript': 0.23652656477438136, 'makefile': 0.006814046579330422}","['html', 'javascript', 'makefile']",html,3,['javascript makefile'],Organization,291,17915,531,3204,326,[],polyfill to remove click delays on browsers with touch uis
37246537,"{'javascript': 107704, 'html': 502}",108206,"{'javascript': 0.9953607008853483, 'html': 0.004639299114651683}","['javascript', 'html']",javascript,2,[],User,172,17800,293,947,4952,[],a spring that solves your animation problems
1685764,{'css': 11452},11452,{'css': 1.0},['css'],css,1,[],User,139,17249,516,2970,6398,[],skeleton a dead responsive boilerplate for mobile friendly development
26102180,{'kotlin': 279243},279243,{'kotlin': 1.0},['kotlin'],kotlin,1,[],User,35,17172,570,2879,259506,"['alert', 'android', 'androidx', 'bottomsheets', 'dialogs', 'material-design']",a and extensible dialogs api for kotlin android
2540368,"{'javascript': 243978, 'makefile': 408}",244386,"{'javascript': 0.9983305099310108, 'makefile': 0.001669490068989222}","['javascript', 'makefile']",javascript,2,[],User,338,16890,346,994,413,[],unobtrusive authentication for node js
51728141,"{'vue': 709891, 'javascript': 472583, 'css': 101001, 'html': 1642, 'shell': 149}",1285266,"{'vue': 0.5523300235126425, 'javascript': 0.36769275776376253, 'css': 0.07858373286152438, 'html': 0.001277556552495748, 'shell': 0.00011592930957482731}","['vue', 'javascript', 'css', 'html', 'shell']",vue,5,['css html javascript shell'],User,769,16718,718,3787,31993,"['components', 'mobile-web', 'vue-components', 'vue2', 'vux', 'web-app', 'wechat', 'weui']",mobile ui components based on vue weui
1413492,"{'javascript': 77775, 'html': 4098, 'ruby': 1928, 'shell': 741}",84542,"{'javascript': 0.9199569444773013, 'html': 0.048472948357029644, 'ruby': 0.022805232901989544, 'shell': 0.008764874263679591}","['javascript', 'html', 'ruby', 'shell']",javascript,4,['ruby shell'],User,89,16583,591,2108,873,[],pushstate and ajax pjax
15150300,"{'css': 14782, 'html': 3503}",18285,"{'css': 0.8084222039923434, 'html': 0.19157779600765654}","['css', 'html']",css,2,[],User,7,16571,447,1591,264,[],a collection of loading indicators animated with css
22046023,"{'javascript': 64156, 'css': 1769}",65925,"{'javascript': 0.973166477057262, 'css': 0.02683352294273796}","['javascript', 'css']",javascript,2,[],Organization,12,16548,704,3631,2113,[],application architecture for building user interfaces
18611173,"{'javascript': 536781, 'typescript': 317416, 'css': 7875, 'html': 1221}",863293,"{'javascript': 0.6217831026082685, 'typescript': 0.36768049781476275, 'css': 0.009122047786788495, 'html': 0.001414351790180159}","['javascript', 'typescript', 'css', 'html']",javascript,4,['css html'],User,41,16462,430,1544,7348,[],accelerated javascript animation
39122628,{'javascript': 1102},1102,{'javascript': 1.0},['javascript'],javascript,1,[],Organization,20,16315,586,1461,335,"['git', 'tips', 'tips-and-tricks']",most commonly used git tips and tricks
5362524,{'css': 6457},6457,{'css': 1.0},['css'],css,1,[],Organization,43,15759,657,1369,128783,"['afdko', 'fonts', 'opentype-fonts', 'otf', 'ttf-fonts', 'variable-fonts']",monospaced font family for user interface and coding environments
24186761,"{'kotlin': 2511422, 'java': 8438, 'html': 7639}",2527499,"{'kotlin': 0.9936391666228157, 'java': 0.0033384780765491895, 'html': 0.003022355300635134}","['kotlin', 'java', 'html']",kotlin,3,['html java'],Organization,245,15508,543,1229,15239,['android'],pleasant android application development
41654081,{'python': 2455},2455,{'python': 1.0},['python'],python,1,[],User,9,15500,719,1104,1362,"['apple', 'disk-encryption', 'dnscrypt-proxy', 'macbook-configuration', 'macbook-security', 'macos', 'macos-security', 'macos-setup', 'osx', 'privacy', 'security']",guide to securing and improving privacy on macos
6256729,"{'javascript': 5200, 'css': 1201, 'html': 1172, 'makefile': 29}",7602,"{'javascript': 0.6840305182846619, 'css': 0.15798474085766903, 'html': 0.15416995527492766, 'makefile': 0.003814785582741384}","['javascript', 'css', 'html', 'makefile']",javascript,4,['css html makefile'],User,11,15500,1623,4577,1764,[], frontend knowledge structure
21234201,"{'javascript': 1176195, 'coffeescript': 811742, 'html': 89879, 'css': 11592}",2089408,"{'javascript': 0.5629321798327565, 'coffeescript': 0.38850334640242595, 'html': 0.04301649079547891, 'css': 0.005547982969338684}","['javascript', 'coffeescript', 'html', 'css']",javascript,4,['css html'],Organization,54,15475,431,845,137853,"['animation', 'graphics', 'library', 'mojs', 'motion', 'toolbelt', 'web']",the motion graphics toolbelt for the web
59114705,"{'javascript': 97472, 'html': 1098}",98570,"{'javascript': 0.9888607081262047, 'html': 0.011139291873795273}","['javascript', 'html']",javascript,2,[],User,107,15220,204,1280,2712,"['credit-card', 'creditcard', 'input', 'input-mask', 'telephone-number']",format input text content when you are typing
27382163,"{'css': 90580, 'javascript': 78358, 'coffeescript': 1345}",170283,"{'css': 0.5319380090790038, 'javascript': 0.46016337508735455, 'coffeescript': 0.007898615833641643}","['css', 'javascript', 'coffeescript']",css,3,[],User,66,15002,488,3805,13272,"['hexo', 'hexo-theme', 'theme-next']",elegant theme for hexo
69953445,"{'java': 1605082, 'css': 233037, 'javascript': 223554, 'html': 188395, 'shell': 39516, 'batchfile': 7085}",2296669,"{'java': 0.6988738908392982, 'css': 0.10146738602732915, 'javascript': 0.09733836264607569, 'html': 0.08202966992631502, 'shell': 0.017205788034758165, 'batchfile': 0.0030849025262238484}","['java', 'css', 'javascript', 'html', 'shell', 'batchfile']",java,6,['css html javascript shell'],User,32,14940,1506,7177,41237,"['activemq', 'alioss', 'druid', 'dubbo', 'ehcache', 'fastdfs', 'microservices', 'mybatis', 'mybatis-generator', 'quartz', 'redis', 'sequence', 'shiro', 'solr', 'spring', 'spring-session', 'springmvc', 'swagger2', 'tbschedule', 'zookeeper']",spring and springmvc and mybatis               jee
20822291,{'swift': 45815},45815,{'swift': 1.0},['swift'],swift,1,[],User,0,14900,1471,3591,89701,['swift-programming-language'],swift featured projects in brain mapping
32726377,"{'javascript': 882016, 'html': 11067}",893083,"{'javascript': 0.9876080946563757, 'html': 0.012391905343624277}","['javascript', 'html']",javascript,2,[],User,0,14856,1109,6281,1916,[],a collection of simple demos of react js
887025,"{'javascript': 262128, 'css': 6444, 'html': 1350}",269922,"{'javascript': 0.9711249916642586, 'css': 0.023873563473892457, 'html': 0.005001444861848978}","['javascript', 'css', 'html']",javascript,3,['css html'],User,118,14774,444,1237,1380,[],a promise library for javascript
12774825,"{'css': 380952, 'coffeescript': 20315, 'html': 1134}",402401,"{'css': 0.9466974485649886, 'coffeescript': 0.050484466986911065, 'html': 0.002818084448100278}","['css', 'coffeescript', 'html']",css,3,[],Organization,301,14759,442,1920,1050,[],automatically add a progress bar to your site hubspot open source
3422939,{'javascript': 68},68,{'javascript': 1.0},['javascript'],javascript,1,[],User,921,14749,422,3203,4209,"['drag-and-drop', 'dropzone', 'file-upload', 'javascript-library']",dropzone is an easy to use drag n drop library it supports image previews and shows nice progress bars
6094683,"{'javascript': 1032061, 'html': 86495, 'css': 11219}",1129775,"{'javascript': 0.9135102122103959, 'html': 0.0765594919342347, 'css': 0.009930295855369432}","['javascript', 'html', 'css']",javascript,3,['css html'],Organization,338,14677,805,7235,9938,[],please read the project status below native angularjs angular directives for bootstrap smaller footprint kb gzipped no rd party js dependencies bootstrap js required please read the readme md file before submitting an issue
84703916,{'javascript': 3126},3126,{'javascript': 1.0},['javascript'],javascript,1,[],User,10,14676,1013,2986,186,[], blockchain  fabricethereum
8538132,"{'css': 1061951, 'javascript': 956108, 'html': 38114}",2056173,"{'css': 0.5164696744875067, 'javascript': 0.4649939474937177, 'html': 0.018536378018775657}","['css', 'javascript', 'html']",css,3,['html javascript'],Organization,9,14648,800,2447,36173,[],flat ui free design framework html and css and less and js flat ui is based on a and functional framework that simplifies the development of websites
11820425,{'javascript': 20594},20594,{'javascript': 1.0},['javascript'],javascript,1,[],User,45,14434,579,2096,3764,[],parallax engine that reacts to the orientation of a smart device
5448530,"{'css': 130346, 'javascript': 73995, 'html': 1728}",206069,"{'css': 0.6325357040602905, 'javascript': 0.35907875517423776, 'html': 0.00838554076547176}","['css', 'javascript', 'html']",css,3,['html javascript'],Organization,224,14410,654,1515,16494,['ratchet'],build mobile apps with simple and javascript components
43797718,"{'javascript': 141348, 'html': 1567}",142915,"{'javascript': 0.9890354406465381, 'html': 0.010964559353461849}","['javascript', 'html']",javascript,2,[],User,79,14363,199,1267,1653,[],a react utility belt for function components and higher order components
8201256,"{'go': 67401, 'makefile': 8563, 'roff': 3666}",79630,"{'go': 0.8464272259198794, 'makefile': 0.10753484867512245, 'roff': 0.04603792540499812}","['go', 'makefile', 'roff']",go,3,[],User,24,14362,365,807,1044,"['proxy', 'websocket-server', 'websockets']",turn any program that uses stdin and stdout into a websocket server like but for websockets
138634298,{'assembly': 687121},687121,{'assembly': 1.0},['assembly'],assembly,1,[],Organization,253,14293,502,2092,875,[],the original sources of ms dos   and  for reference purposes
619849,"{'vim script': 50461, 'shell': 5416, 'batchfile': 4100}",59977,"{'vim script': 0.8413391800190073, 'shell': 0.09030128215816063, 'batchfile': 0.06835953782283209}","['vim script', 'shell', 'batchfile']",vim script,3,['batchfile shell'],User,354,14208,716,3699,5905,[],the ultimate vim distribution
10365411,"{'javascript': 877784, 'css': 22860}",900644,"{'javascript': 0.9746181621151088, 'css': 0.025381837884891255}","['javascript', 'css']",javascript,2,[],Organization,321,14200,385,1714,10337,"['contenteditable', 'editor', 'medium-editor', 'rich-text-editor', 'wysiwyg']",medium com wysiwyg editor clone uses contenteditable api to implement a rich text solution
1381283,"{'vim script': 53940, 'html': 15526, 'perl': 11535, 'shell': 8922, 'emacs lisp': 5430, 'applescript': 4768, 'python': 2613, 'tex': 1047, 'haskell': 1035, 'php': 1003, 'ruby': 974, 'c': 776, 'javascript': 593, 'java': 461}",108623,"{'vim script': 0.49657991401452733, 'html': 0.14293473757859754, 'perl': 0.10619297938742256, 'shell': 0.08213730057170213, 'emacs lisp': 0.04998941292359813, 'applescript': 0.04389493937747991, 'python': 0.02405567881572043, 'tex': 0.00963884260239544, 'haskell': 0.009528368761680308, 'php': 0.009233771853106617, 'ruby': 0.00896679340471171, 'c': 0.007143975032911998, 'javascript': 0.005459248962006205, 'java': 0.004244036714139731}","['vim script', 'html', 'perl', 'shell', 'emacs lisp', 'applescript', 'python', 'tex', 'haskell', 'php', 'ruby', 'c', 'javascript', 'java']",vim script,14,['html python shell'],User,225,14122,442,3428,34558,[],precision color scheme for multiple applications etc with both dark and light modes
103645588,"{'vue': 148027, 'javascript': 77854, 'css': 18583, 'html': 538}",245002,"{'vue': 0.6041869045966972, 'javascript': 0.3177688345401262, 'css': 0.07584836042154758, 'html': 0.0021959004416290478}","['vue', 'javascript', 'css', 'html']",vue,4,['css html javascript'],Organization,601,14099,632,4353,61421,"['admin', 'admin-template', 'axios', 'iview', 'vue-admin', 'vue-cli', 'vuex', 'webpack2']",vue   admin management system template based on iview
23112526,{'java': 153708},153708,{'java': 1.0},['java'],java,1,[],User,141,14083,865,3207,5182,"['android', 'android-application', 'android-architecture', 'android-cleanarchitecture', 'android-development', 'architectural']",this is a sample app that is part of a series of blog posts i have written about how to architect an android application using uncle bob s clean architecture approach
17066884,"{'python': 600002, 'javascript': 56310, 'html': 25020, 'css': 11931, 'lua': 6394, 'dockerfile': 1398}",701055,"{'python': 0.8558558173039206, 'javascript': 0.08032180071463722, 'html': 0.035689068618011424, 'css': 0.017018636198301133, 'lua': 0.009120539757936252, 'dockerfile': 0.0019941374071934443}","['python', 'javascript', 'html', 'css', 'lua', 'dockerfile']",python,6,['dockerfile html javascript'],User,257,14030,903,3428,4156,['crawler'],a powerful spider web crawler system in python
45147841,"{'javascript': 4006476, 'html': 40656, 'css': 14293, 'shell': 8648}",4070073,"{'javascript': 0.9843744817353399, 'html': 0.009989010025127313, 'css': 0.0035117306249789625, 'shell': 0.0021247776145538423}","['javascript', 'html', 'css', 'shell']",javascript,4,['css html shell'],Organization,227,13977,288,473,17930,['optimization'],a javascript bundle optimizer
151300862,"{'python': 100819, 'jupyter notebook': 14184, 'shell': 1839}",116842,"{'python': 0.8628660926721555, 'jupyter notebook': 0.12139470395919276, 'shell': 0.015739203368651682}","['python', 'jupyter notebook', 'shell']",python,3,[],Organization,2,13934,805,2783,17878,"['deep-learning', 'deep-learning-tutorial', 'tensorflow']",simple and ready to use tutorials for tensorflow
39013909,"{'javascript': 4132, 'typescript': 3864}",7996,"{'javascript': 0.5167583791895948, 'typescript': 0.4832416208104052}","['javascript', 'typescript']",javascript,2,[],Organization,3,13918,176,785,234,[],thunk middleware for redux
9690430,"{'javascript': 351346, 'html': 1995}",353341,"{'javascript': 0.9943538960947074, 'html': 0.005646103905292621}","['javascript', 'html']",javascript,2,[],User,250,13787,418,2044,5409,[],a simulation data generator
155662306,"{'jupyter notebook': 7778246, 'python': 45905}",7824151,"{'jupyter notebook': 0.9941329097559595, 'python': 0.005867090244040535}","['jupyter notebook', 'python']",jupyter notebook,2,[],User,19,13686,732,2667,14849,"['algorithm', 'jupyter', 'jupyter-notebook', 'machine-learning', 'machine-learning-algorithms', 'machinelearning']",python examples of popular machine learning algorithms with interactive jupyter demos and math being explained
43568832,{'swift': 102910},102910,{'swift': 1.0},['swift'],swift,1,[],Organization,59,13670,656,977,5448,"['perfect', 'server-side-swift', 'swift-framework', 'swift-perfect-community', 'web-application-framework']",server side swift the perfect core toolset and framework for swift developers for mobile back end website and api and more
66483240,"{'jupyter notebook': 2210861, 'python': 66817}",2277678,"{'jupyter notebook': 0.9706644222756685, 'python': 0.029335577724331534}","['jupyter notebook', 'python']",jupyter notebook,2,[],User,95,13628,842,4483,5373,[],implementation of reinforcement learning algorithms openai tensorflow exercises and solutions to accompany sutton s book and david silver s course
65678789,{'javascript': 52400},52400,{'javascript': 1.0},['javascript'],javascript,1,[],Organization,31,13545,203,414,953,"['cli', 'cli-dashboard', 'dashboard', 'devtools', 'dx', 'socket-communication', 'webpack', 'webpack-dashboard']",a cli dashboard for webpack dev server
