id,size,forks,open_issues,subscribers_count,stargazers_count,language_dictionary,owner_type,url,pushed_at,topics,description
280098,1035,170,28,18,832,{'objective-c': 150749},User,https://api.github.com/repos/thefaj/OpenFlow,2011-10-17T01:07:47Z,[],coverflow api replacement for the iphone
943842,1341,118,14,33,819,{'objective-c': 85189},User,https://api.github.com/repos/Split82/HMGLTransitions,2011-10-26T05:35:43Z,[],hmgltransitions is set of classes which can animate transition between two or presentation and dismissing of uiviewcontrollers
122374,208,76,3,26,774,"{'c': 49403, 'objective-c': 100075}",Organization,https://api.github.com/repos/enormego/cocoa-helpers,2011-10-25T08:48:31Z,[],a collection of helpers categories we ve written for ios and os full with convenience methods to make them easier and more useful tags
843477,468,35,19,7,744,"{'c': 2063, 'objective-c': 59581}",User,https://api.github.com/repos/jezdez/textmate-missingdrawer,2011-09-26T20:10:59Z,[],unmaintained a better sidebar for textmate
578449,992,33,23,6,730,"{'c': 306, 'objective-c': 238594, 'perl': 75036}",User,https://api.github.com/repos/protocool/AckMate,2011-10-06T21:54:20Z,[],textmate plugin cocoa shell for running ack
65794,834,104,7,23,688,"{'javascript': 100807, 'ruby': 2847}",Organization,https://api.github.com/repos/basecamp/wysihat,2011-12-14T20:02:23Z,[],a wysiwyg javascript framework
100423,1289,233,18,55,686,"{'c': 4508, 'objective-c': 80230}",User,https://api.github.com/repos/millenomi/afloat,2011-07-05T11:38:59Z,[],afloat is a mac extender that adds useful window management commands to most mac apps
2473037,643,65,1,52,640,"{'haskell': 17822, 'perl': 4304}",User,https://api.github.com/repos/bos/stanford-cs240h,2011-10-25T23:32:37Z,[],course materials for stanford functional systems in haskell
968114,534,133,0,18,625,"{'c': 17124, 'd': 2013, 'objective-c': 210094}",User,https://api.github.com/repos/wezm/RegexKitLite,2011-02-24T16:01:56Z,[],git mirror of regexkitlite svn repo
611970,598,39,10,6,603,{'ruby': 59227},Organization,https://api.github.com/repos/activerecord-hackery/meta_where,2011-08-31T17:40:56Z,[],activerecord  query syntax on steroids not currently maintained
1056519,159,98,10,17,591,{'objective-c': 16417},User,https://api.github.com/repos/briancollins/BCTabBarController,2011-10-16T03:19:52Z,[],a tweetie style tab bar for the iphone
1384585,191,3,0,4,590,{'javascript': 2315},User,https://api.github.com/repos/astro/gitpop,2011-02-18T23:26:17Z,[],more popular than git ub
2783860,164,92,13,28,580,{'javascript': 2666},Organization,https://api.github.com/repos/xoxco/breakpoints,2011-11-30T04:30:03Z,[],trigger jquery events for your responsive design breakpoints
1281555,576,30,0,13,569,{'javascript': 74891},Organization,https://api.github.com/repos/node-js-libs/load.js,2011-09-19T12:15:11Z,[],lazy load your javascript
2773938,191,71,8,15,568,"{'c': 40453, 'objective-c': 4783, 'ruby': 50030}",Organization,https://api.github.com/repos/applidium/Cracking-Siri,2011-11-14T22:21:36Z,[],files we used to reverse engineer siri
4656,4320,111,1,21,547,"{'javascript': 18168, 'ruby': 187483}",User,https://api.github.com/repos/stevenbristol/lovd-by-less,2011-05-18T13:41:13Z,[],open source social network written in ruby on rail by less everything
131612,415,247,11,6,541,{'vim script': 2783},User,https://api.github.com/repos/scrooloose/snipmate-snippets,2011-10-07T17:15:28Z,[],a collection of snippets for snipmate
1259285,623,95,10,19,539,"{'c': 21620, 'objective-c': 60502}",User,https://api.github.com/repos/markofjohnson/HJCache,2011-08-26T05:25:25Z,[],ios asynchronous and caching library for images and more
2720,4441,96,26,5,527,{'ruby': 28930},User,https://api.github.com/repos/sbecker/asset_packager,2011-09-23T11:58:54Z,[],javascript and css asset compression for production rails apps
1108478,648,24,0,5,524,"{'coffeescript': 4004, 'javascript': 6487}",User,https://api.github.com/repos/meltingice/CoffeeDrop,2011-05-21T05:48:34Z,[],coffeedrop is an open roll your dropbox like clone written in coffeescript currently not working and under heavy development
519528,2880,50,0,14,512,"{'python': 1972, 'ruby': 425}",User,https://api.github.com/repos/jacobian/django-deployment-workshop,2011-04-25T16:24:48Z,[],code and configuration used in my django deployment workshop
974855,230,53,15,13,505,"{'ruby': 4154, 'vim script': 22309}",User,https://api.github.com/repos/ecomba/vim-ruby-refactoring,2011-12-28T21:49:22Z,[],refactoring tool for ruby in vim
71,776,92,10,3,504,{'ruby': 120261},User,https://api.github.com/repos/jamesgolick/resource_controller,2011-09-28T09:16:23Z,[],rails restful controller abstraction plugin
626368,146,400,5,20,503,{'python': 96298},User,https://api.github.com/repos/timbertson/python-readability,2011-06-16T11:52:49Z,[],abandoned python port of arc s readability bookmarklet
722311,172,52,2,19,499,{'javascript': 5917},User,https://api.github.com/repos/kriszyp/multi-node,2011-10-20T19:21:43Z,[],multi node provides launching of multiple nodejs processes for tcp and http serving
3047653,157514,352,1,72,483,"{'matlab': 339388, 'python': 127828, 'shell': 1273}",User,https://api.github.com/repos/zhouxc/Stanford-Machine-Learning-Course,2011-12-25T10:04:23Z,[],machine learning course programming exercise
68662,171,181,12,17,478,"{'c': 23262, 'objective-c': 89224, 'ruby': 1450}",User,https://api.github.com/repos/jdg/oauthconsumer,2011-09-06T01:54:08Z,[],an iphone objective c implementation of an oauth consumer
631441,2595,60,26,15,474,{'javascript': 36621},User,https://api.github.com/repos/davidaurelio/TouchScroll,2011-06-19T22:34:02Z,[],touchscroll is a javascript and css  based scroller for devices using webkit mobile it is meant to mimic native scrolling feeling and behavior as much as possible
1549505,12263,114,5,48,472,"{'actionscript': 4039, 'javascript': 1944129, 'perl': 671375, 'shell': 5433}",User,https://api.github.com/repos/jhuckaby/Effect-Games,2011-05-28T19:40:47Z,[],classic dhtml javascript game engine and web based ide
454744,9848,181,6,39,466,"{'c': 1142075, 'c++': 3302345, 'java': 79863, 'objective-c': 7350, 'shell': 10828}",User,https://api.github.com/repos/nolanbrown/Tesseract-iPhone-Demo,2011-04-12T03:56:45Z,[],demo iphone app utilizing the tesseract library for ocr
786531,310,101,17,40,452,{'php': 86899},User,https://api.github.com/repos/everzet/jade.php,2011-09-19T09:24:19Z,[],haml like template engine for php   symfony
2455389,572,20,2,8,450,{'javascript': 27156},User,https://api.github.com/repos/tblobaum/nQuery,2011-11-22T04:46:44Z,[],remote control jquery and zepto with node js experimental
204419,277,49,9,19,446,"{'erlang': 43963, 'ruby': 23990}",User,https://api.github.com/repos/mojombo/ernie,2011-12-07T08:32:23Z,[],ernie is an erlang and ruby bert rpc server
1036341,1598,59,2,14,415,"{'javascript': 196409, 'ruby': 248, 'shell': 1397}",User,https://api.github.com/repos/datapimp/backbone-express-mongoose-socketio,2011-12-28T20:16:17Z,[],an application skeleton using backbone socket io
228215,462,68,17,8,414,{'javascript': 105503},User,https://api.github.com/repos/fictorial/redis-node-client,2011-05-29T04:31:10Z,[],redis client for node js abandoned
2454758,435,196,8,45,413,{'java': 34808},User,https://api.github.com/repos/MagnusS/Java-BloomFilter,2011-10-10T10:16:23Z,[],a stand alone bloom filter implementation written in java
1673582,8288,241,0,60,407,{'objective-c': 1414},User,https://api.github.com/repos/josephmisiti/machine-learning-module,2011-04-28T02:23:04Z,[],the best machine learning tutorials on the web
135598,322,50,1,23,406,{'javascript': 102154},User,https://api.github.com/repos/deanm/pre3d,2011-01-26T15:12:49Z,[],javascript d rendering engine
7480,2429,62,6,19,406,"{'c': 15672, 'c++': 79692, 'ruby': 267074}",User,https://api.github.com/repos/atduskgreg/rad,2011-09-12T14:49:07Z,[],ruby arduino development a framework for programming the arduino physcial computing platform using ruby
947325,1227,84,24,28,406,{'objective-c': 20352},User,https://api.github.com/repos/mtabini/AFKPageFlipper,2011-09-23T05:50:39Z,[],a simple  d page flip transition for ios devices
355568,3319,31,14,12,397,{'java': 137998},User,https://api.github.com/repos/nzakas/cssembed,2011-11-23T01:15:54Z,[],a tool for embedding data uris in css files
56855,9258,173,1,3,397,{'javascript': 3359},User,https://api.github.com/repos/brianleroux/xui,2011-01-15T00:53:46Z,[],a tiny javascript framework for mobile web apps
367872,150,108,9,24,396,"{'c': 717, 'objective-c': 50571}",User,https://api.github.com/repos/jverkoey/ObjQREncoder,2011-09-23T07:45:34Z,[],objective c qr encoder
2435262,114,40,0,13,393,{'ruby': 12896},User,https://api.github.com/repos/avdi/sbpprb,2011-12-19T01:36:18Z,[],smalltalk best practice patterns in ruby
2057023,255,244,15,48,391,{'java': 25278},User,https://api.github.com/repos/lorensiuswlt/NewQuickAction3D,2011-10-16T01:22:48Z,[],galleryd like quickaction
1721407,3924,155,10,40,388,{'objective-c': 79896},Organization,https://api.github.com/repos/raweng/stack-scroll-view,2011-11-09T05:07:41Z,[],stack scroll view panel like twitter ipad app for ios developers ipad
1085433,633,89,9,21,387,"{'javascript': 264042, 'ruby': 1494, 'shell': 155}",User,https://api.github.com/repos/arrix/node-readability,2011-08-17T21:46:27Z,[],server side readability with node js
1010501,15823,111,21,35,380,"{'javascript': 141023, 'php': 5405}",User,https://api.github.com/repos/tbuser/thingiview.js,2011-05-03T13:03:02Z,[],javascript d model viewer
1237619,186,48,2,14,377,{'python': 46503},User,https://api.github.com/repos/mrjoes/tornadio,2011-12-14T23:09:06Z,[],python socket io   server implementation on top of tornado framework
143845,59982,74,1,6,376,"{'c': 722644, 'c++': 1917642, 'objective-c': 14818, 'shell': 3602}",User,https://api.github.com/repos/niw/iphone_opencv_test,2011-05-09T01:00:18Z,[],test application for iphone with opencv library
2039463,376,495,3,60,370,{'r': 9511},User,https://api.github.com/repos/jeffreybreen/twitter-sentiment-analysis-tutorial-201107,2011-07-13T03:29:43Z,[],code to reproduce the simple sentiment analysis from my presentation
39249,2078,62,34,5,368,{'ruby': 52571},User,https://api.github.com/repos/joshmh/globalize2,2011-08-30T00:17:23Z,[],the second incarnation of globalize for rails
79325,249,68,13,8,359,{'emacs lisp': 18965},User,https://api.github.com/repos/defunkt/textmate.el,2011-11-01T18:47:25Z,[],basic emulation of awesome textmate features for emacs
660976,231,22,1,1,357,{'ruby': 21654},User,https://api.github.com/repos/hagenburger/lemonade,2011-05-29T13:42:22Z,[],lemonade is deprecated now start using compass sprites
982634,713,13,8,4,356,{'ruby': 13869},User,https://api.github.com/repos/sstephenson/brochure,2011-10-20T21:00:06Z,[],a rack application for serving static sites
220059,2954,23,21,17,355,"{'c': 39409, 'java': 8958, 'objective-c': 108778}",User,https://api.github.com/repos/samsouder/reggy,2011-06-22T19:53:09Z,[],objective c interactive regular expression validator and tester for os x
969055,2264,18,9,5,354,{'javascript': 29452},User,https://api.github.com/repos/rsandor/gury,2011-10-12T12:28:18Z,[],a jquery inspired canvas utility library
1623654,4209,45,0,28,354,"{'actionscript': 369072, 'javascript': 56992}",User,https://api.github.com/repos/gskinner/AS3Libs,2011-06-19T23:52:43Z,[],a collection of as libraries and sketches that i have built over the years
215314,932,86,10,27,351,"{'javascript': 4171, 'python': 26466, 'ruby': 47554, 'shell': 16766}",User,https://api.github.com/repos/datawrangling/trendingtopics,2011-08-01T23:01:14Z,[],rails app for tracking trends in server logs powered by the cloudera hadoop distribution on ec
1444475,440,74,10,13,350,"{'c': 11757, 'objective-c': 147703, 'ruby': 1450}",User,https://api.github.com/repos/thekarladam/MPOAuth,2011-12-24T04:08:36Z,[],with all the work of talking to secure web services is taken care of for you so you only have to focus on how you want to use the data the remote web service provides
51697,312,24,1,10,350,{'ruby': 731},User,https://api.github.com/repos/binarylogic/memorylogic,2011-03-02T00:14:46Z,[],adds in proccess id and memory usage in your rails great for tracking down memory leaks
644997,29723,50,36,3,348,{'ruby': 55240},User,https://api.github.com/repos/bernerdschaefer/akephalos,2011-02-08T11:07:03Z,[],headless htmlunit powered browser for capybara
3006438,110,56,1,21,348,{'shell': 2542},User,https://api.github.com/repos/mpapis/pkg_uninstaller,2011-12-18T19:28:49Z,[],osx packages uninstaller
992948,242,63,13,13,346,{'objective-c': 65056},User,https://api.github.com/repos/danielctull/DTGridView,2011-11-07T09:31:03Z,[],this isn t supported anymore a two dimensional scrolling view component for the heavily inspired by uitableview
1384958,6679,33,0,18,344,{'c#': 32671},User,https://api.github.com/repos/headsling/Node.cs,2011-04-14T23:59:48Z,[],node cs net node js in c with all the beauty and performance that c brings
677999,1108,18,1,5,344,"{'javascript': 162909, 'ruby': 17849}",User,https://api.github.com/repos/paulca/eyeballs.js,2011-08-09T16:52:14Z,[],a lightweight mvc framework for building tidy javascript web apps
1798154,21619,133,12,40,340,"{'c': 111286, 'c++': 532473, 'java': 1996, 'javascript': 22176, 'perl': 2581, 'shell': 17890}",User,https://api.github.com/repos/sudar/Yahoo_LDA,2011-09-21T06:33:05Z,[],yahoo s topic modelling framework using latent dirichlet allocation
232220,1116,33,6,25,335,"{'c': 214994, 'c++': 820085, 'f#': 58, 'javascript': 50225, 'python': 40057}",User,https://api.github.com/repos/philogb/v8-gl,2011-12-10T06:38:15Z,[],a toolkit for creating desktop hardware accelerated graphics with js
2866323,227,43,5,25,334,"{'javascript': 233, 'ruby': 5496}",User,https://api.github.com/repos/adamstac/animate.sass,2011-11-29T07:01:12Z,[],sass and compass css animation library based on animate css
23064,8433,62,17,14,333,"{'actionscript': 692587, 'javascript': 14337}",User,https://api.github.com/repos/dima/restfulx_framework,2011-09-19T14:22:50Z,[],the restful way to develop adobe flex and air applications
231633,197,160,11,13,327,{'javascript': 12027},User,https://api.github.com/repos/perifer/timePicker,2011-03-23T18:45:07Z,[],a time picker control for textfields built using jquery inspired by google calendar
1495487,274,27,3,17,327,{'javascript': 165645},User,https://api.github.com/repos/caolan/nimble,2011-11-14T17:53:49Z,[],a really tiny functional javascript and async flow control library
1176410,182,34,2,10,326,{'python': 93583},User,https://api.github.com/repos/hmason/gitmarks,2011-10-28T06:24:15Z,[],delicious like bookmarks on github
162732,222,47,10,5,323,{'ruby': 34314},User,https://api.github.com/repos/pvande/differ,2011-07-31T19:18:22Z,['diff'],a simple gem for generating string diffs
95701,656,67,4,6,322,"{'d': 1739, 'ruby': 9162}",User,https://api.github.com/repos/benschwarz/passenger-stack,2011-10-21T14:09:38Z,[],sprinkles for mysql or postgres
593966,5804,58,10,26,320,"{'erlang': 143528, 'shell': 4543}",User,https://api.github.com/repos/matteoredaelli/ebot,2011-04-08T19:54:55Z,[],an opensource web crawler built on top of a nosql database apache riak amqp database rabbitmq webmachine and mochiweb ebot is written in erlang and it is a very distribuited and highly configurable web cawler see wiki pages for more details
2111184,64609,63,2,13,318,"{'c': 1712, 'c++': 42715, 'objective-c': 115462}",User,https://api.github.com/repos/Haoest/SudokuResolv,2011-09-29T22:42:12Z,[],sudoku solver with ocr capability on ios edit developed for ios  before some memory reference changes may be required to get the app to make a full run
2480979,1863,137,5,51,318,"{'javascript': 87485, 'shell': 1216}",User,https://api.github.com/repos/lightglitch/bootstrap-xtra,2011-11-29T00:21:22Z,[],deprecated use font awesome or font awesome more
1113604,235,27,29,10,318,"{'coffeescript': 733, 'javascript': 46778}",User,https://api.github.com/repos/substack/node-seq,2011-10-20T02:28:56Z,[],chainable asynchronous flow control for node js with sequential and parallel primitives and pipeline style error handling
860439,316,46,0,15,316,"{'coffeescript': 1412, 'javascript': 5998, 'ruby': 39187}",User,https://api.github.com/repos/cavalle/banksimplistic,2011-10-16T13:49:02Z,[],exploring event sourcing and ddd with ruby
825791,1350,26,8,6,314,{'javascript': 92823},Organization,https://api.github.com/repos/fictivekin/webshell,2011-12-20T01:58:39Z,[],a console based javascripty web client utility using node js
308838,8918,65,20,4,313,"{'asp': 16890, 'javascript': 3012175, 'php': 15772, 'ruby': 95734}",User,https://api.github.com/repos/galetahub/rails-ckeditor,2011-07-29T08:53:03Z,[],rails plugin for integration ckeditor  x
781384,112,10,2,7,312,{'ruby': 7640},User,https://api.github.com/repos/jamesgolick/degrade,2011-10-10T06:19:59Z,[],keep track of service error rates using redis degrade functionality if they re too high
904210,2456,34,88,12,311,{'objective-c': 120507},User,https://api.github.com/repos/peterhajas/MobileNotifier,2011-10-17T21:56:21Z,[],ios notifications done right
4859,4798,24,2,6,309,"{'javascript': 0, 'ruby': 193796}",User,https://api.github.com/repos/jcrosby/cloudkit,2011-04-14T02:28:49Z,[],an open web json appliance
35299,1387,121,5,6,305,"{'javascript': 6646, 'ruby': 16943}",User,https://api.github.com/repos/ryanb/complex-form-examples,2011-04-23T17:54:08Z,[],various ways to handle multi model forms in rails
476868,6571,16,19,10,302,"{'c': 293972, 'c++': 250475, 'ruby': 16816}",User,https://api.github.com/repos/etolabo/kumofs,2011-07-26T13:10:34Z,[],kumofs is a scalable and highly available distributed key value store
229509,8224,17,4,19,302,"{'c#': 3337698, 'clojure': 1230681, 'java': 7368}",User,https://api.github.com/repos/richhickey/clojure-clr,2011-12-20T21:42:01Z,[],a port of clojure to the part of the clojure project
1556612,181,11,5,2,299,{'python': 28370},User,https://api.github.com/repos/zacharyvoase/jsonpipe,2011-05-31T09:07:10Z,[],convert json to a unix friendly line based format
810601,1433,36,1,4,299,"{'javascript': 9628, 'ruby': 2271}",User,https://api.github.com/repos/benschwarz/currency.io,2011-09-13T04:19:34Z,[],an offline html currency converter app for the iphone
3403,9535,32,2,2,298,"{'javascript': 14037, 'ruby': 264715}",User,https://api.github.com/repos/radar/rboard,2011-06-30T00:07:42Z,[],a fully featured forum system compatible with rails  
2651457,176,120,3,38,298,"{'coffeescript': 4193, 'javascript': 4941, 'python': 27405}",User,https://api.github.com/repos/lzyy/chat,2011-10-31T10:35:24Z,[],a live chat built with python flask and gevent and apscheduler and redis
918216,1579,18,3,4,297,{'ruby': 115234},User,https://api.github.com/repos/kristianmandrup/cream,2011-08-09T08:56:25Z,[],integrates roles and cancan with permits for a rails  app
158501,130,31,6,6,297,{'ruby': 15836},User,https://api.github.com/repos/ezmobius/chef-deploy,2011-06-19T20:17:01Z,[],chef resources and providers for deploying ruby web apps without capistrano
11466,230,55,1,9,293,{'javascript': 41126},User,https://api.github.com/repos/stephencelis/timeframe,2011-07-08T12:43:47Z,[],click draggable range makeable a better calendar
392946,569,56,1,19,292,"{'c': 4145, 'objective-c': 338563}",User,https://api.github.com/repos/nst/SpyPhone,2011-11-22T15:51:44Z,[],this project shows the kind of data a rogue iphone application can collect
1177635,8595,72,17,21,291,"{'c': 262156, 'c++': 65341, 'lua': 5326, 'shell': 750255}",Organization,https://api.github.com/repos/Sensebloom/OSCeleton,2011-10-19T04:09:08Z,[],osceleton is a proxy that sends skeleton information collected from the kinect sensor via making it easier to use input from the device in any language and framework that supports the osc protocol
1060586,661,75,6,17,290,{'objective-c': 16674},User,https://api.github.com/repos/soffes/ssmessagesviewcontroller,2011-08-22T16:33:32Z,[],ios messages app style table view controller
1277425,1070,84,10,22,290,{'objective-c': 30288},User,https://api.github.com/repos/TomSwift/TSAlertView,2011-10-31T14:44:04Z,[],uialertview drop in replacement supports stacked input user configurable and more
1906047,317,9,0,4,287,{'javascript': 68066},User,https://api.github.com/repos/paulca/whenever.js,2011-07-15T08:03:42Z,[],a nice little library for writing and implementing web application behavior in javascript that looks like english
2862819,6713,75,2,26,286,"{'c': 2982, 'objective-c': 184276}",User,https://api.github.com/repos/AndrewSchenk/App-Scanner,2011-11-27T20:48:09Z,[],developer tool to scan ios apps for private api usage before submitting to apple
20563,221,61,1,5,284,{'ruby': 3593},Organization,https://api.github.com/repos/rails/open_id_authentication,2011-09-14T07:48:12Z,[],notice official repository moved to https and and github com and velir and
1449225,2414,16,1,3,284,"{'c': 1845, 'objective-c': 15782}",User,https://api.github.com/repos/digdog/UIDickBar,2011-03-31T20:05:00Z,[],twitter s mainstream consumer client now available for your ios apps too
2188761,1847,119,3,19,283,"{'javascript': 73768, 'php': 2356301}",Organization,https://api.github.com/repos/ZJUT/NexusPHP,2011-08-11T02:24:33Z,[],bittorrent private tracker scripts written in php
53012,984,100,1,4,282,{'ruby': 65596},User,https://api.github.com/repos/bmabey/cucumber-tmbundle,2011-08-24T19:33:02Z,[],textmate bundle for cucumber this fork is no longer please see the readme
1136384,47084,93,35,31,281,"{'javascript': 522602, 'python': 1869613, 'shell': 3834}",Organization,https://api.github.com/repos/ScrumDoLLC/ScrumDo,2011-12-23T14:51:03Z,[],scrumdo agile story tracking website
14187,1406,22,3,3,274,"{'erlang': 176880, 'javascript': 29035, 'ruby': 77997}",User,https://api.github.com/repos/KirinDave/fuzed,2011-10-27T07:44:25Z,[],a new revision of the erlang based frontend for web apps check out the mailing list at http and and groups google com and group and fuzed
893726,120,115,3,18,272,{'javascript': 7216},User,https://api.github.com/repos/robhawkes/google-bouncing-balls,2011-09-17T06:59:05Z,[],a html canvas version of the google bouncing balls logo
13128,1389,57,6,7,271,"{'javascript': 22204, 'ruby': 237213}",User,https://api.github.com/repos/TwP/webby,2011-08-09T17:35:25Z,[],no longer under development
93107,198,36,5,13,271,{'javascript': 9010},User,https://api.github.com/repos/christianhellsten/jquery-google-analytics,2011-11-15T19:57:04Z,[],a google analytics plugin for jquery improves page load times simplifies link and event tracking
922756,1223,47,1,22,270,"{'c': 13846, 'javascript': 6333}",User,https://api.github.com/repos/mjrusso/livestreaming-js,2011-01-27T03:07:31Z,[],http live for node js
99460,751,46,13,6,267,{'ruby': 35508},User,https://api.github.com/repos/staticmatic/staticmatic,2011-10-21T19:08:13Z,[],the lightweight static content framework
36867,2642,57,7,7,267,{'ruby': 29818},User,https://api.github.com/repos/pullmonkey/open_flash_chart,2011-07-24T23:07:22Z,[],the ruby on rails plugin for teethgrinder s open flash chart version 
114522,1093,37,14,4,266,"{'javascript': 728, 'ruby': 50289}",User,https://api.github.com/repos/langalex/culerity,2011-01-21T13:08:53Z,[],culerity integrates cucumber and celerity in order to test your application s full stack including javascript your rails app doesn t have to run in jruby
256926,780,29,7,4,263,"{'javascript': 10291, 'ruby': 119398}",User,https://api.github.com/repos/ffmike/BigOldRailsTemplate,2011-10-30T16:54:12Z,[],heavyweight template for rails   x
1612472,725,18,14,13,263,"{'c++': 19173, 'javascript': 1707, 'objective-c': 895}",User,https://api.github.com/repos/TooTallNate/node-iOS,2011-08-05T16:11:59Z,[],native node bindings to ios functionality etc
331547,410,86,39,15,263,{'python': 139079},User,https://api.github.com/repos/mfenniak/pyPdf,2011-07-19T15:14:36Z,[],pure python pdf library this repository is no longer please see https and and github com and knowah and pypdf and insead
228068,12966,86,3,95,262,"{'c': 95395, 'c++': 1006384, 'javascript': 34876, 'objective-c': 153280, 'perl': 51108, 'python': 172526}",Organization,https://api.github.com/repos/appcelerator-archive/titanium_desktop,2011-11-24T07:12:20Z,[],appcelerator titanium desktop
116547,15939,75,46,28,261,"{'clojure': 1180, 'groovy': 8192, 'ioke': 2900, 'java': 200665, 'javascript': 1699, 'ruby': 15971, 'scala': 56731}",Organization,https://api.github.com/repos/cucumber-attic/cuke4duke,2011-11-22T09:30:54Z,[],cucumber support for the jvm ant and maven
1406044,151,89,4,20,261,{'javascript': 94119},Organization,https://api.github.com/repos/facebookarchive/Realtime-Demo,2011-02-24T09:53:50Z,[],instagram real time api demo
2886824,21703,43,2,48,261,"{'javascript': 1944170, 'perl': 4886, 'php': 19129137, 'shell': 4914}",Organization,https://api.github.com/repos/opengovplatform/opengovplatform-DMS,2011-11-30T22:10:32Z,[],welcome to the open government platform the full code for ogpl is at https and and github com and opengovplatform and opengovplatform below you ll see the first code for the data management system
1275872,1016,24,4,10,260,{'python': 59886},Organization,https://api.github.com/repos/disqus/overseer,2011-06-26T23:06:50Z,[],a status board built with django
379371,300,22,4,6,259,"{'javascript': 146112, 'python': 1072}",User,https://api.github.com/repos/simonw/djangode,2011-08-31T19:57:39Z,[],utilities functions for node js that borrow some useful concepts from django
372208,296,10,8,111,258,{'ruby': 60235},Organization,https://api.github.com/repos/engineyard/rails_metrics,2011-07-06T14:56:58Z,[],engine for tracking various metrics related to a rails  application
640685,32202,54,2,15,251,"{'c': 554582, 'objective-c': 23170}",User,https://api.github.com/repos/KingOfBrian/VocalKit,2011-06-04T01:14:14Z,[],objective c shim layer for speech recognition
375132,1726,180,0,40,250,{'java': 146039},User,https://api.github.com/repos/jwood/standup-timer,2011-02-07T12:54:17Z,[],a standup meeting timer for android
684548,518,45,15,13,249,"{'actionscript': 4865, 'javascript': 25027}",User,https://api.github.com/repos/maccman/flarevideo,2011-09-09T19:11:19Z,[],html flash video player
3019546,108,102,0,18,248,{'c': 4624},User,https://api.github.com/repos/cloudwu/buddy,2011-12-22T03:04:47Z,[],buddy memory allocation
46297,275,56,6,8,248,{'ruby': 39172},User,https://api.github.com/repos/norman/disqus,2011-08-10T14:28:20Z,[],a ruby library for the disqus commenting api and javascript widgets
1704413,417,110,13,21,246,{'java': 84016},User,https://api.github.com/repos/bendemboski/DateSlider,2011-11-09T23:25:31Z,[],an alternative datepicker for android
1333096,923,21,1,3,245,{'javascript': 6617},User,https://api.github.com/repos/KuraFire/runloop,2011-05-13T23:15:54Z,[],runloop a jquery plugin for comprehensive animations
