language,count,count_distribution,bytes,bytes_distribution,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
fancy,1,0.00038182512409316535,3891,4.316788276505672e-06,0.001172245351464222,0.001172245351464222,0.001172245351464222,0.001172245351464222,0.001172245351464222
c,73,0.02787323405880107,136167221,0.15106786513933615,0.368,0.396,0.1901,1.0,1.3700150290648687e-06
tcl,1,0.00038182512409316535,110497,0.00012258857727808978,0.09243586408129223,0.09243586408129223,0.09243586408129223,0.09243586408129223,0.09243586408129223
c++,60,0.022909507445589918,120100347,0.13324280902952024,0.3074,0.3512,0.1552,1.0,1.3700150290648687e-06
actionscript,6,0.002290950744558992,3022551,0.0033533057625136204,0.4201,0.4721,0.2569,1.0,0.0013555073011586017
swift,48,0.018327605956471937,3837078,0.004256965645447914,0.7606,0.3539,0.9626,1.0,0.0006655913458404222
go,25,0.009545628102329133,3528018,0.003914085515728858,0.7333,0.3996,0.9853,1.0,0.015613969941563898
php,46,0.017563955708285606,19881270,0.022056857686467216,0.4579,0.4066,0.3389,1.0,3.835134623609227e-05
objective-c++,9,0.003436426116838488,307397,0.00034103514927602525,0.227,0.3162,0.0792,0.8430716266615664,0.000988293235874685
protocol buffer,6,0.002290950744558992,108338,0.00012019332004627898,0.0502,0.0947,0.0102,0.24168092101272579,0.001488381262167024
cmake,14,0.005345551737304314,1195166,0.0013259518317343044,0.0814,0.2015,0.0092,0.7175436818592553,0.00021622806580507588
groff,6,0.002290950744558992,163776,0.00018169784548265048,0.0106,0.015,0.0026,0.036131268742855965,2.4442108865152886e-05
batchfile,37,0.014127529591447117,218597,0.00024251785322007465,0.0741,0.2063,0.0012,1.0,5.512434631353781e-06
apacheconf,12,0.004581901489117984,9856,1.0934532319002804e-05,0.0046,0.0092,0.0008,0.029686090898983285,1.2573616104287506e-06
typescript,10,0.0038182512409316535,678329,0.0007525578706794697,0.6315,0.2771,0.6444,0.9614929843922434,0.08260916793395612
lex,4,0.0015273004963726614,107223,0.0001189563067005314,0.0025,0.0025,0.0016,0.006203967171589619,0.0007420775324335776
applescript,1,0.00038182512409316535,283,3.1396840972786054e-07,4.47749245234002e-05,4.47749245234002e-05,4.47749245234002e-05,4.47749245234002e-05,4.47749245234002e-05
vim script,9,0.003436426116838488,8912808,0.009888127752543297,0.703,0.3585,0.9059,1.0,0.00042679580869095626
idl,1,0.00038182512409316535,176878,0.00019623358436694175,0.008492825286856964,0.008492825286856964,0.008492825286856964,0.008492825286856964,0.008492825286856964
perl,11,0.004200076365024819,3580614,0.003972437043919836,0.1455,0.2588,0.0157,0.7641456170066524,9.540007571241678e-05
frege,1,0.00038182512409316535,38552,4.277070717960593e-05,0.0018510804082978644,0.0018510804082978644,0.0018510804082978644,0.0018510804082978644,0.0018510804082978644
mathematica,1,0.00038182512409316535,34628,3.841730774578217e-05,0.0016626689245315017,0.0016626689245315017,0.0016626689245315017,0.0016626689245315017,0.0016626689245315017
emacs lisp,3,0.001145475372279496,38068,4.2233743538940616e-05,0.334,0.5768,0.0015,1.0,0.0004057580154027857
systemverilog,1,0.00038182512409316535,27798,3.0839907609947234e-05,0.0013347253888219557,0.0013347253888219557,0.0013347253888219557,0.0013347253888219557,0.0013347253888219557
c#,24,0.009163802978235968,22290077,0.024729258050888905,0.6623,0.4265,0.95,1.0,0.0012328852366638376
awk,2,0.0007636502481863307,139622,0.00015490069718382805,0.0014,0.0007,0.0014,0.001944399341441288,0.0009184819757815379
assembly,9,0.003436426116838488,3278737,0.0036375259427770183,0.2151,0.3342,0.0154,0.8300211890921488,0.00010510518296752505
brainfuck,1,0.00038182512409316535,123853,0.00013740611113082936,0.0728211653103306,0.0728211653103306,0.0728211653103306,0.0728211653103306,0.0728211653103306
gdscript,1,0.00038182512409316535,30466,3.3799864207664306e-05,0.017912925987618643,0.017912925987618643,0.017912925987618643,0.017912925987618643,0.017912925987618643
e,1,0.00038182512409316535,9995,1.1088742951342637e-05,0.0058767050235097595,0.0058767050235097595,0.0058767050235097595,0.0058767050235097595,0.0058767050235097595
prolog,2,0.0007636502481863307,8458,9.383550563527365e-06,0.0024,0.0034,0.0024,0.004816605057788089,6.220336478110963e-05
scheme,1,0.00038182512409316535,6130,6.800799829087579e-06,0.003604222290556761,0.003604222290556761,0.003604222290556761,0.003604222290556761,0.003604222290556761
mirah,1,0.00038182512409316535,4134,4.58637952584797e-06,0.002430645179308589,0.002430645179308589,0.002430645179308589,0.002430645179308589,0.002430645179308589
perl 6,1,0.00038182512409316535,1627,1.8050409986827883e-06,0.0009566182164332546,0.0009566182164332546,0.0009566182164332546,0.0009566182164332546,0.0009566182164332546
gap,1,0.00038182512409316535,324,3.594549991230629e-07,0.00019050049300822034,0.00019050049300822034,0.00019050049300822034,0.00019050049300822034,0.00019050049300822034
xslt,5,0.0019091256204658267,1933083,0.0021446183582401477,0.2516,0.4257,0.0185,0.9893694269365941,0.00019379956579557525
jupyter notebook,10,0.0038182512409316535,9602813,0.010653639316339314,0.6652,0.4125,0.8731,1.0,0.02866965036058397
openedge abl,2,0.0007636502481863307,34875628,0.038692033432581076,0.5499,0.6292,0.5499,0.9948411931585454,0.10503995778045838
tex,8,0.0030546009927453228,1064764,0.0011812800700193487,0.5062,0.4283,0.3611,1.0,0.01895002769845879
roff,10,0.0038182512409316535,770282,0.0008545731964028123,0.0522,0.0717,0.0097,0.21406754396393265,0.0012755516581396979
plsql,2,0.0007636502481863307,67069,7.440829424748366e-05,0.006,0.0076,0.006,0.011351047430989537,0.0006111273050321108
standard ml,1,0.00038182512409316535,28219,3.130697722300529e-05,0.005060991411971588,0.005060991411971588,0.005060991411971588,0.005060991411971588,0.005060991411971588
1c enterprise,1,0.00038182512409316535,144,1.5975777738802797e-07,2.5825959932099247e-05,2.5825959932099247e-05,2.5825959932099247e-05,2.5825959932099247e-05,2.5825959932099247e-05
smarty,3,0.001145475372279496,397430,0.0004409203713008608,0.1961,0.3006,0.0415,0.5425544867892366,0.00441211048256594
scala,10,0.0038182512409316535,6696765,0.007429585361735674,0.4991,0.4466,0.5591,1.0,0.011082693947144074
nginx,1,0.00038182512409316535,3296,3.656678015770418e-06,0.0002784276676006158,0.0002784276676006158,0.0002784276676006158,0.0002784276676006158,0.0002784276676006158
thrift,2,0.0007636502481863307,11538,1.280059191321574e-05,0.0154,0.0014,0.0154,0.01641993478198136,0.014414910710186843
vue,12,0.004581901489117984,626562,0.0006951260591374832,0.3404,0.2041,0.2979,0.6842140229369608,0.0033647942599860352
powershell,9,0.003436426116838488,354755,0.0003935754883145129,0.3348,0.4954,0.01,1.0,0.0002597392389533116
rust,5,0.0019091256204658267,410970,0.000455942040091374,0.4159,0.5334,0.0733,1.0,0.0012242805453574893
dart,1,0.00038182512409316535,1340,1.4866348729163714e-06,0.0010636364141482692,0.0010636364141482692,0.0010636364141482692,0.0010636364141482692,0.0010636364141482692
clarion,1,0.00038182512409316535,212880,0.000236175247571968,0.012352428574031422,0.012352428574031422,0.012352428574031422,0.012352428574031422,0.012352428574031422
yacc,4,0.0015273004963726614,284485,0.00031561591180717457,0.0339,0.0545,0.0091,0.11548804323586898,0.0018605835996185593
m4,5,0.0019091256204658267,250440,0.00027784540117401196,0.0127,0.0147,0.0102,0.03763794648452773,6.5516348055502225e-06
postscript,3,0.001145475372279496,1586452,0.0017600558711999427,0.2026,0.2247,0.1634,0.4443160387008221,7.367681006452569e-05
kotlin,8,0.0030546009927453228,939355,0.0010421476873495208,0.7787,0.3569,0.9617,1.0,0.0314839400667165
webassembly,1,0.00038182512409316535,19303,2.141530817306322e-05,0.05563433459571942,0.05563433459571942,0.05563433459571942,0.05563433459571942,0.05563433459571942
glsl,8,0.0030546009927453228,95608,0.00010607028875357345,0.079,0.1073,0.0306,0.30041437632135304,0.00606071711614313
xs,1,0.00038182512409316535,306191,0.0003396971778904005,0.04952929609716439,0.04952929609716439,0.04952929609716439,0.04952929609716439,0.04952929609716439
asp,2,0.0007636502481863307,8780,9.74078670463115e-06,0.0008,0.0009,0.0008,0.0014042340219649959,0.00010419001733343016
qmake,1,0.00038182512409316535,6540,7.255665723039604e-06,0.014968175461804832,0.014968175461804832,0.014968175461804832,0.014968175461804832,0.014968175461804832
pascal,2,0.0007636502481863307,16205,1.797829710120134e-05,0.002,0.0025,0.002,0.0037359434426428853,0.00018016954819928798
openscad,1,0.00038182512409316535,78679768,0.08728961709087282,0.9984422199669364,0.9984422199669364,0.9984422199669364,0.9984422199669364,0.9984422199669364
r,3,0.001145475372279496,12910,1.4322728514440564e-05,0.3883,0.5361,0.1648,1.0,7.440981506245591e-05
pure data,1,0.00038182512409316535,153104,0.0001698580190917822,0.8146646446909835,0.8146646446909835,0.8146646446909835,0.8146646446909835,0.8146646446909835
arduino,2,0.0007636502481863307,352187,0.0003907264746177598,0.5459,0.5099,0.5459,0.906379235497064,0.1853353553090164
elixir,2,0.0007636502481863307,56668,6.286912311822756e-05,0.5564,0.3198,0.5564,0.7825717226871951,0.3303190841554013
antlr,2,0.0007636502481863307,27916,3.097082023308464e-05,0.0259,0.0342,0.0259,0.05002348694163033,0.0016784142760071937
smalltalk,1,0.00038182512409316535,226,2.507309561784328e-07,0.0002687376110177664,0.0002687376110177664,0.0002687376110177664,0.0002687376110177664,0.0002687376110177664
mako,1,0.00038182512409316535,58116,6.447557632418496e-05,0.06661936198285338,0.06661936198285338,0.06661936198285338,0.06661936198285338,0.06661936198285338
freemarker,1,0.00038182512409316535,71830,7.969028576237534e-05,0.15534942265726887,0.15534942265726887,0.15534942265726887,0.15534942265726887,0.15534942265726887
visual basic,2,0.0007636502481863307,18855,2.0918283976744913e-05,0.0051,0.0039,0.0051,0.007806390580055223,0.0023366662212017026
haskell,3,0.001145475372279496,191885,0.00021288278551459547,0.6417,0.425,0.7531,1.0,0.17210740652017684
coldfusion,1,0.00038182512409316535,57387,6.366680257615806e-05,0.130977187917242,0.130977187917242,0.130977187917242,0.130977187917242,0.130977187917242
nsis,1,0.00038182512409316535,6781,7.523038114362623e-06,0.0062960352897373974,0.0062960352897373974,0.0062960352897373974,0.0062960352897373974,0.0062960352897373974
livescript,2,0.0007636502481863307,138970,0.0001541773494695434,0.4877,0.6879,0.4877,0.97408395771323,0.0013170107158448495
f#,2,0.0007636502481863307,799738,0.0008872525373107411,0.5227,0.6611,0.5227,0.9901813424283357,0.05527448146031533
dtrace,1,0.00038182512409316535,1767,1.9603610600322598e-06,0.001967754221150184,0.001967754221150184,0.001967754221150184,0.001967754221150184,0.001967754221150184
inno setup,1,0.00038182512409316535,80834,8.967958456516565e-05,0.06359749021459059,0.06359749021459059,0.06359749021459059,0.06359749021459059,0.06359749021459059
xml,1,0.00038182512409316535,3078,3.414822491669098e-06,0.02379148824338739,0.02379148824338739,0.02379148824338739,0.02379148824338739,0.02379148824338739
logos,1,0.00038182512409316535,95784,0.00010626554825926993,0.16722592539570028,0.16722592539570028,0.16722592539570028,0.16722592539570028,0.16722592539570028
eagle,1,0.00038182512409316535,3099388,0.0034385509593272585,0.17959262667256928,0.17959262667256928,0.17959262667256928,0.17959262667256928,0.17959262667256928
d,1,0.00038182512409316535,62282,6.909745757834138e-05,0.003608902136299476,0.003608902136299476,0.003608902136299476,0.003608902136299476,0.003608902136299476
verilog,1,0.00038182512409316535,40928,4.54067105065084e-05,0.0023715543276462696,0.0023715543276462696,0.0023715543276462696,0.0023715543276462696,0.0023715543276462696
qml,1,0.00038182512409316535,18934,2.10059288685064e-05,0.0013958652045690072,0.0013958652045690072,0.0013958652045690072,0.0013958652045690072,0.0013958652045690072
volt,1,0.00038182512409316535,184118,0.0002042658503967287,0.13681848243678058,0.13681848243678058,0.13681848243678058,0.13681848243678058,0.13681848243678058
purebasic,1,0.00038182512409316535,24932,2.766028406832162e-05,0.0003898137471417124,0.0003898137471417124,0.0003898137471417124,0.0003898137471417124,0.0003898137471417124
llvm,1,0.00038182512409316535,6536,7.2512280070010475e-06,0.00010219086520608986,0.00010219086520608986,0.00010219086520608986,0.00010219086520608986,0.00010219086520608986
