language,count,count_distribution,bytes,bytes_distribution,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
ren'py,1,4.269854824935952e-05,5978674,0.00029854801611788387,0.5539611073822145,0.5539611073822145,0.5539611073822145,0.5539611073822145,0.5539611073822145
arc,4,0.0001707941929974381,678510,3.388172936275592e-05,0.1869,0.3723,0.001,0.7453607814771933,0.00024631602031227465
nginx,2,8.539709649871905e-05,3150,1.572967936989597e-07,0.0008,0.0007,0.0008,0.001245529940513588,0.0003214564203758812
agda,2,8.539709649871905e-05,3688,1.8416208735294074e-07,0.0027,0.0024,0.0027,0.004450485524626397,0.001010351466037717
cartocss,3,0.00012809564474807857,313100,1.563480193877596e-05,0.2904,0.4816,0.0245,0.8462618895076635,0.00034394721288170103
redcode,1,4.269854824935952e-05,10861,5.423493575760004e-07,0.0011086089749046694,0.0011086089749046694,0.0011086089749046694,0.0011086089749046694,0.0011086089749046694
component pascal,1,4.269854824935952e-05,6364,3.1778945876196176e-07,0.0003248706171117481,0.0003248706171117481,0.0003248706171117481,0.0003248706171117481,0.0003248706171117481
smt,3,0.00012809564474807857,5927,2.9596764960436004e-07,0.0003,0.0003,0.0002,0.0006600772715755866,0.00013605653469745484
csound score,1,4.269854824935952e-05,1586,7.919768724017463e-08,2.66280044607448e-05,2.66280044607448e-05,2.66280044607448e-05,2.66280044607448e-05,2.66280044607448e-05
m,4,0.0001707941929974381,6095,3.043568119349712e-07,0.0004,0.0003,0.0004,0.000673062682047822,5.048872216294553e-05
limbo,2,8.539709649871905e-05,82210,4.105196638092532e-06,0.003,0.0033,0.003,0.005377160024840446,0.0006398535796726075
slash,1,4.269854824935952e-05,1476,7.370478333322683e-08,1.868260024126376e-05,1.868260024126376e-05,1.868260024126376e-05,1.868260024126376e-05,1.868260024126376e-05
kit,1,4.269854824935952e-05,826,4.1246714792171656e-08,1.0455167885693675e-05,1.0455167885693675e-05,1.0455167885693675e-05,1.0455167885693675e-05,1.0455167885693675e-05
clean,1,4.269854824935952e-05,7372,3.6812443274562884e-07,0.003032896144288841,0.003032896144288841,0.003032896144288841,0.003032896144288841,0.003032896144288841
io,1,4.269854824935952e-05,2395,1.1959549870127254e-07,0.002095254925598766,0.002095254925598766,0.002095254925598766,0.002095254925598766,0.002095254925598766
openedge abl,1,4.269854824935952e-05,11127,5.556321979328014e-07,0.0008673266206134705,0.0008673266206134705,0.0008673266206134705,0.0008673266206134705,0.0008673266206134705
brainfuck,2,8.539709649871905e-05,35931,1.7942320934594668e-06,0.0118,0.0158,0.0118,0.022953140393892343,0.000556158482796541
common workflow language,1,4.269854824935952e-05,204095,1.0191583844441009e-05,0.3010668145731119,0.3010668145731119,0.3010668145731119,0.3010668145731119,0.3010668145731119
aspectj,1,4.269854824935952e-05,23811,1.1890139538939457e-06,0.05219867546765287,0.05219867546765287,0.05219867546765287,0.05219867546765287,0.05219867546765287
gosu,1,4.269854824935952e-05,104,5.193290966568828e-09,3.533864273787494e-05,3.533864273787494e-05,3.533864273787494e-05,3.533864273787494e-05,3.533864273787494e-05
racket,3,0.00012809564474807857,278910,1.392750753351646e-05,0.3335,0.4908,0.0918,0.8983072606231776,0.010477697992047882
nextflow,1,4.269854824935952e-05,87764,4.382538349903333e-06,0.01678777761646229,0.01678777761646229,0.01678777761646229,0.01678777761646229,0.01678777761646229
lilypond,1,4.269854824935952e-05,2589,1.2928298377352592e-07,0.00026552909312738094,0.00026552909312738094,0.00026552909312738094,0.00026552909312738094,0.00026552909312738094
nesc,1,4.269854824935952e-05,1286354,6.423471738470845e-05,0.32612448391566196,0.32612448391566196,0.32612448391566196,0.32612448391566196,0.32612448391566196
xquery,1,4.269854824935952e-05,5323,2.6580661360621033e-07,0.0009856761241948213,0.0009856761241948213,0.0009856761241948213,0.0009856761241948213,0.0009856761241948213
dm,1,4.269854824935952e-05,19077408,0.0009526397176148836,0.9099579235144183,0.9099579235144183,0.9099579235144183,0.9099579235144183,0.9099579235144183
wisp,1,4.269854824935952e-05,327210,1.6339391703567176e-05,0.9934661557799624,0.9934661557799624,0.9934661557799624,0.9934661557799624,0.9934661557799624
gdscript,1,4.269854824935952e-05,1064636,5.3163120398884336e-05,0.9917068685907079,0.9917068685907079,0.9917068685907079,0.9917068685907079,0.9917068685907079
bitbake,1,4.269854824935952e-05,1146,5.722607161238343e-08,0.0025234787012672444,0.0025234787012672444,0.0025234787012672444,0.0025234787012672444,0.0025234787012672444
p4,1,4.269854824935952e-05,171467,8.562288674660165e-06,0.003195702330448969,0.003195702330448969,0.003195702330448969,0.003195702330448969,0.003195702330448969
zenscript,1,4.269854824935952e-05,1715266,8.56526482986793e-05,0.05665500228038179,0.05665500228038179,0.05665500228038179,0.05665500228038179,0.05665500228038179
wdl,1,4.269854824935952e-05,389164,1.9433095054940304e-05,0.018124571381998335,0.018124571381998335,0.018124571381998335,0.018124571381998335,0.018124571381998335
sqf,1,4.269854824935952e-05,3333207,0.00016644532502696138,0.3737747945431596,0.3737747945431596,0.3737747945431596,0.3737747945431596,0.3737747945431596
xbase,1,4.269854824935952e-05,6580,3.285755246156047e-07,0.0001154416344289762,0.0001154416344289762,0.0001154416344289762,0.0001154416344289762,0.0001154416344289762
