language,count,count_distribution,bytes,bytes_distribution,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
javascript,354,0.20665499124343256,76444963,0.1432800708943649,0.564,0.4222,0.6874,1.0,0.0
actionscript,21,0.012259194395796848,3064751,0.005744233803260205,0.5381,0.4531,0.6522,1.0,0.0001896551921252827
objective-c,124,0.07238762405137186,25633187,0.04804403987491645,0.6552,0.3495,0.7579,1.0,8.199760650828532e-05
c,146,0.08523058960887332,102793462,0.192664813283214,0.4147,0.3615,0.2518,1.0,0.0006167922206057
ruby,442,0.2580268534734384,60370929,0.1131526610468589,0.8014,0.3446,1.0,1.0,0.0
java,45,0.02626970227670753,21002169,0.03936416665222838,0.5191,0.4172,0.3912,1.0,0.00023739409378419245
c#,18,0.010507880910683012,6602894,0.01237574175329219,0.7004,0.4309,0.9983,1.0,0.00011605975701124695
visual basic,2,0.0011675423234092236,494366,0.0009265855165338178,0.5017,0.7047,0.5017,1.0,0.003448174723563179
shell,108,0.06304728546409807,2324785,0.004357322530382493,0.1028,0.2649,0.0035,1.0,2.1692448426653918e-05
groovy,4,0.002335084646818447,4501031,0.008436239818413335,0.3549,0.446,0.2446,0.9301774546867824,0.0002518704824223318
perl,39,0.02276707530647986,3847820,0.007211932621234379,0.1659,0.308,0.0183,1.0,1.4708772264138584e-05
python,165,0.09632224168126094,18247335,0.0342008073498999,0.6591,0.4237,0.995,1.0,7.74145908638873e-06
c++,61,0.03561004086398132,70120110,0.13142545875678774,0.3962,0.3324,0.3049,1.0,3.2008368168330454e-05
scala,6,0.0035026269702276708,680433,0.0012753291342277892,0.8961,0.1645,1.0,1.0,0.6348351954708241
erlang,23,0.013426736719206071,61521885,0.11530988698830247,0.7077,0.3665,0.8602,1.0,0.02784073532646532
r,4,0.002335084646818447,321390,0.0006023782362840562,0.2045,0.3801,0.022,0.7737777777777778,5.082909664924306e-06
php,63,0.03677758318739054,18846333,0.035323503634095664,0.5554,0.4608,0.8715,1.0,8.455312904625604e-05
css,1,0.0005837711617046118,2985,5.594757258495621e-06,0.002707704030260974,0.002707704030260974,0.002707704030260974,0.002707704030260974,0.002707704030260974
clojure,11,0.00642148277875073,13553442,0.02540308810958104,0.753,0.4137,0.9874,1.0,2.04517655272408e-05
smalltalk,3,0.0017513134851138354,46045,8.630170786178588e-05,0.0042,0.0036,0.0051,0.00736437030703858,0.00027739409150585095
vim script,11,0.00642148277875073,1185695,0.0022223369204730204,0.8083,0.4006,1.0,1.0,0.000627805151587172
common lisp,2,0.0011675423234092236,122042,0.00022874216594349165,0.9307,0.098,0.9307,1.0,0.8614225856248622
emacs lisp,13,0.007589025102159953,12877275,0.024135754698792027,0.439,0.4897,0.0265,1.0,0.001140538509439649
haskell,9,0.005253940455341506,375283,0.0007033893762948114,0.5599,0.5052,0.9254,1.0,0.008133370334308084
asp,3,0.0017513134851138354,89125,0.00016704614427585335,0.0252,0.0284,0.0164,0.05695585134837471,0.002132956051434507
lua,7,0.004086398131932283,300083,0.0005624427277725767,0.4058,0.4875,0.0552,1.0,0.0012939873452424034
tcl,6,0.0035026269702276708,1234218,0.0023132831202901,0.3063,0.4495,0.0408,1.0,0.00014111608944007614
objective-j,4,0.002335084646818447,19852869,0.037210044535917156,0.9805,0.0182,0.9793,1.0,0.9633862294188885
ocaml,6,0.0035026269702276708,1713375,0.003211362552018404,0.6655,0.5091,0.9882,1.0,0.006843452348548922
scheme,3,0.0017513134851138354,331448,0.000621229850523905,0.3147,0.5451,0.0,0.9442220853858785,6.848213807190029e-06
go,2,0.0011675423234092236,4902977,0.009189603403345757,0.9362,0.0287,0.9362,0.9564582572873755,0.9158945358167774
nu,3,0.0017513134851138354,86076,0.00016133143242287072,0.3154,0.5317,0.0127,0.9293146304600357,0.004047544916759766
assembly,2,0.0011675423234092236,29503,5.529719376797196e-05,0.0061,0.0025,0.0061,0.007873754625001776,0.004328283539650099
coffeescript,1,0.0005837711617046118,14055,2.6343153523670337e-05,0.27844364760187806,0.27844364760187806,0.27844364760187806,0.27844364760187806,0.27844364760187806
eiffel,1,0.0005837711617046118,873,1.6362556404243475e-06,0.15895848506919155,0.15895848506919155,0.15895848506919155,0.15895848506919155,0.15895848506919155
