id,size,forks,open_issues,subscribers_count,stargazers_count,language_dictionary,owner_type,url,pushed_at,topics,description
4839957,32085,5288,307,1015,11199,"{'groovy': 725, 'java': 141908}",User,https://api.github.com/repos/jfeinstein10/SlidingMenu,2017-03-31T02:15:51Z,[],an android library that allows you to easily create applications with slide in menus you may use it in your android apps provided that you cite this project and include the license in your app thanks
2155793,8657,4228,215,702,10199,{'java': 140470},User,https://api.github.com/repos/JakeWharton/ViewPagerIndicator,2017-11-26T17:13:46Z,[],paging indicator widgets compatible with the viewpager from the android support library and actionbarsherlock
9603714,9153,1216,39,418,10116,"{'makefile': 1812, 'objective-c': 179636, 'ruby': 96, 'shell': 2050}",Organization,https://api.github.com/repos/alcatraz/Alcatraz,2017-09-28T10:13:15Z,[],package manager for xcode
26363421,13780,2111,179,415,9517,"{'coffeescript': 1577, 'css': 10487, 'html': 8171, 'java': 283832, 'javascript': 5669, 'shell': 713}",User,https://api.github.com/repos/ksoichiro/Android-ObservableScrollView,2017-08-09T11:37:19Z,"['android', 'android-library', 'android-ui', 'material-design']",android library to observe scroll events on scrollable views
341626,170801,2820,262,346,9484,"{'css': 43061, 'html': 18049, 'javascript': 27529, 'ruby': 57218}",User,https://api.github.com/repos/imathis/octopress,2017-02-04T22:34:23Z,[],octopress is an obsessively designed framework for jekyll blogging it s easy to configure and easy to deploy sweet huh
85786010,174265,1392,30,440,9472,"{'cuda': 15006, 'lua': 39103, 'm': 231, 'makefile': 565, 'matlab': 79475, 'python': 1247, 'shell': 269}",User,https://api.github.com/repos/luanfujun/deep-photo-styletransfer,2017-08-12T08:07:42Z,[],code and data for paper deep photo style transfer https and and arxiv org and abs and  
2404027,27015,1763,43,1067,9033,"{'clojure': 665191, 'css': 42972, 'fancy': 3891, 'java': 2315801, 'javascript': 3020, 'python': 273088, 'ruby': 7626, 'shell': 7682}",User,https://api.github.com/repos/nathanmarz/storm,2017-08-16T04:24:20Z,[],distributed and fault tolerant realtime computation stream continuous distributed and more
268027,454,4027,0,453,8654,"{'html': 924, 'javascript': 15778}",User,https://api.github.com/repos/carhartl/jquery-cookie,2017-06-19T08:44:42Z,[],no longer superseded by js cookie
11446311,4377,1631,63,393,8478,{'objective-c': 180827},User,https://api.github.com/repos/onevcat/VVDocumenter-Xcode,2017-04-19T06:55:13Z,[],xcode plug in which helps you write documentation comment for both objective c and swift
12708085,5270,623,52,233,8367,"{'javascript': 21364, 'makefile': 1189}",User,https://api.github.com/repos/ejci/favico.js,2017-10-05T14:56:42Z,[],make use of your favicon with images or videos
53991171,40798,1573,294,255,8360,{'java': 149623},User,https://api.github.com/repos/roughike/BottomBar,2017-12-07T16:59:39Z,"['android', 'bottom-navigation', 'library', 'material-design']",deprecated a custom view component that mimics the new material design bottom navigation pattern
33390523,153,2061,2,773,8171,{'java': 5266},User,https://api.github.com/repos/Freelander/Android_Data,2017-09-20T14:57:54Z,"['android', 'android-library', 'android-studio', 'android-tools', 'animations', 'apps', 'awesome', 'google-android', 'material-design', 'open-source-project']",some android learning hoping to help you learn android development
12283195,1744,969,34,349,8099,"{'objective-c': 173883, 'shell': 193}",Organization,https://api.github.com/repos/path/FastImageCache,2017-08-24T15:11:10Z,[],ios library for quickly displaying images while scrolling
34676773,2493,525,59,449,7566,"{'c': 1077440, 'makefile': 6613, 'shell': 841, 'tcl': 110497}",User,https://api.github.com/repos/antirez/disque,2017-10-12T05:46:24Z,[],disque is a distributed message broker
10740728,11964,1415,140,300,7247,"{'c': 1697, 'objective-c': 78446, 'ruby': 645}",User,https://api.github.com/repos/romaonthego/RESideMenu,2017-12-05T17:29:00Z,[],ios  and  style side menu with parallax effect
1676966,1814,1816,256,338,6840,"{'css': 1350, 'html': 1862, 'javascript': 15025}",User,https://api.github.com/repos/thebird/Swipe,2017-05-27T08:08:37Z,[],swipe is the most accurate touch slider
45091124,8937,391,228,435,6765,"{'html': 288, 'javascript': 521359, 'python': 1197, 'shell': 943}",Organization,https://api.github.com/repos/rethinkdb/horizon,2017-12-19T13:29:04Z,[],horizon is a open source backend for javascript apps
1706871,175,1394,29,253,6699,"{'html': 1717, 'javascript': 1074}",User,https://api.github.com/repos/davatron5000/FitText.js,2017-03-27T08:41:32Z,[],a jquery plugin for inflating web type
42489883,15890,1608,240,467,6698,"{'c': 11405, 'c++': 67375, 'java': 29214, 'makefile': 731}",Organization,https://api.github.com/repos/alibaba/AndFix,2017-10-18T13:56:12Z,"['android', 'hotfix']",andfix is a library that offer hot fix for android app
4012085,3256,1144,85,268,6600,"{'actionscript': 35977, 'html': 18862, 'javascript': 261835}",Organization,https://api.github.com/repos/zeroclipboard/zeroclipboard,2017-10-21T11:58:38Z,"['adobe-flash', 'adobe-flex', 'apache-flex', 'clipboard', 'dom', 'flash', 'frontend', 'web', 'zeroclipboard']",the zeroclipboard library provides an easy way to copy text to the clipboard using an invisible adobe flash movie and a javascript interface
14454268,9420,499,7,203,6556,"{'css': 4668, 'html': 298, 'javascript': 107898}",User,https://api.github.com/repos/briangonzalez/jquery.adaptive-backgrounds.js,2017-11-25T16:54:49Z,[],a jquery plugin for extracting the dominant color from images and applying the color to their parent
13200787,3048,694,18,123,6495,"{'objective-c': 346774, 'ruby': 1399, 'shell': 9174, 'swift': 85068}",Organization,https://api.github.com/repos/IFTTT/JazzHands,2017-11-05T03:22:02Z,[],a simple keyframe based animation framework for uikit perfect for scrolling app intros
50301368,140,177,18,129,6464,{'python': 29498},User,https://api.github.com/repos/p-e-w/maybe,2017-01-22T11:38:22Z,[],rabbit tophat see what a program does before deciding whether you really want it to happen no longer maintained
18607529,8421,757,4,375,6437,"{'css': 15813, 'html': 122891, 'javascript': 890312}",Organization,https://api.github.com/repos/Famous/famous,2017-04-18T05:09:14Z,[],this repo is being deprecated please check out http and and github com and famous and engine
69828680,169,3096,0,529,6122,"{'c': 315460, 'go': 39170, 'objective-c': 2400, 'shell': 12207}",User,https://api.github.com/repos/jgamblin/Mirai-Source-Code,2017-07-15T21:54:56Z,[],leaked mirai source code for research and ioc development purposes
21490963,989,1253,5,372,6019,{'java': 150847},User,https://api.github.com/repos/pedrovgs/EffectiveAndroidUI,2017-06-28T10:54:22Z,[],sample project created to show some of the best android practices to work in the android ui layer the ui layer of this project has been implemented using mvp or mvvm without binding engine to show how this patterns works this project is used during the talk effectiveandroidui
32512065,84189,2996,136,629,5973,"{'apacheconf': 26, 'batchfile': 931, 'c': 5658894, 'c++': 5668859, 'cmake': 19537, 'css': 125367, 'groff': 3667, 'html': 30918, 'java': 1346904, 'javascript': 231848, 'makefile': 4674, 'matlab': 4152, 'objective-c': 5991481, 'objective-c++': 71806, 'php': 1333798, 'protocol buffer': 31627, 'python': 89697, 'ruby': 595, 'shell': 63439}",Organization,https://api.github.com/repos/meili/TeamTalk,2017-11-09T12:13:50Z,[],teamtalk is a solution for enterprise im
6804324,1520,1581,90,262,5893,"{'coffeescript': 6096, 'css': 2972, 'html': 7070, 'javascript': 68317, 'typescript': 7605}",Organization,https://api.github.com/repos/yeoman/generator-angular,2017-06-08T15:28:19Z,[],yeoman generator for angularjs
39103837,373,472,10,243,5737,{'shell': 9828},User,https://api.github.com/repos/p8952/bocker,2017-12-09T14:16:38Z,[],docker implemented in around  lines of bash
14393731,9385,989,14,350,5694,"{'java': 245110, 'shell': 216}",User,https://api.github.com/repos/JakeWharton/u2020,2017-11-27T19:22:33Z,[],a sample android app which showcases advanced usage of dagger among other open source libraries
46527265,30117,547,7,355,5665,{'swift': 73},Organization,https://api.github.com/repos/Swift-AI/Swift-AI,2017-05-03T22:01:09Z,"['artificial-intelligence', 'deep-learning', 'ios', 'machine-learning', 'macos', 'ocr']",the swift machine learning library
33581487,1196,288,5,129,5610,"{'html': 406, 'javascript': 3213}",User,https://api.github.com/repos/callmecavs/layzr.js,2017-10-29T22:06:44Z,"['image', 'lazy', 'load']",a modern lazy loading library for images
20232642,392,719,4,189,5571,"{'objective-c': 83357, 'ruby': 77}",User,https://api.github.com/repos/schneiderandre/popping,2017-07-05T11:58:47Z,"['animation', 'pop', 'transition-animation']",a collection of animation examples for ios apps
12977854,7138,477,64,208,5521,"{'css': 37554, 'javascript': 247811, 'shell': 1293}",Organization,https://api.github.com/repos/breach/breach_core,2017-05-21T20:59:58Z,[],a browser written in js free modular hackable
26103342,90051,443,126,213,5413,"{'applescript': 283, 'c': 33433, 'c++': 13623, 'css': 94180, 'html': 167087, 'javascript': 495545, 'lex': 11677, 'objective-c': 1228124, 'objective-c++': 45842, 'python': 4224523, 'ruby': 202, 'shell': 5983}",User,https://api.github.com/repos/nate-parrott/Flashlight,2017-03-25T20:04:49Z,[],the missing spotlight plugin system
24478678,6933,198,11,120,5388,"{'css': 907, 'html': 8160, 'javascript': 31637, 'shell': 398}",User,https://api.github.com/repos/Rich-Harris/ramjet,2017-02-09T15:06:44Z,"['animation', 'dom', 'effects', 'fx', 'transitions']",morph dom elements from one state to another with smooth animations and transitions
18981255,1583,226,115,152,5373,"{'javascript': 41699, 'shell': 1512}",Organization,https://api.github.com/repos/slap-editor/slap,2017-05-31T06:12:49Z,[],sublime like terminal based text editor
7694208,2554,1072,168,246,5307,{'java': 154394},User,https://api.github.com/repos/lucasr/twoway-view,2017-03-20T14:42:55Z,[],deprecated recyclerview made simple
692798,78126,419,13,104,5232,"{'assembly': 2189, 'awk': 19129, 'c': 10265602, 'c#': 25677, 'c++': 114619, 'css': 20876, 'emacs lisp': 30222, 'frege': 38552, 'idl': 176878, 'mathematica': 34628, 'objective-c': 1138900, 'perl': 55149, 'python': 29551, 'ruby': 28952, 'shell': 29669, 'systemverilog': 27798, 'vim script': 8788365}",User,https://api.github.com/repos/b4winckler/macvim,2017-08-05T22:27:23Z,[],vim the text editor for mac os x
904419,22,774,12,188,5230,{'javascript': 1778},User,https://api.github.com/repos/davatron5000/Lettering.js,2017-02-09T22:38:53Z,[],a easy to use javascript span injector for radical web typography
58605580,29,129,28,51,5151,{'javascript': 12620},User,https://api.github.com/repos/garbles/why-did-you-update,2017-09-23T05:54:19Z,[],boom puts your console on blast when react is making unnecessary updates
10697582,4882,579,0,120,5086,"{'html': 1953, 'javascript': 1869886}",Organization,https://api.github.com/repos/jscs-dev/node-jscs,2017-06-15T11:14:30Z,"['jscs', 'unmaintained']",javascript code style checker unmaintained
27244649,5216,1331,28,454,5086,"{'css': 277, 'html': 10948, 'javascript': 809, 'matlab': 1885, 'perl': 4968, 'python': 76958}",User,https://api.github.com/repos/karpathy/neuraltalk,2017-04-16T19:43:22Z,[],neuraltalk is a python and numpy project for learning multimodal recurrent neural networks that describe images with sentences
66682814,207,654,21,192,5078,{'python': 31731},User,https://api.github.com/repos/david-gpu/srez,2017-08-16T10:48:45Z,[],image super resolution through deep learning
4047080,847,563,0,205,5047,"{'assembly': 1288781, 'brainfuck': 123853, 'c': 45965, 'e': 9995, 'gap': 324, 'gdscript': 30466, 'javascript': 2660, 'makefile': 8192, 'mirah': 4134, 'perl 6': 1627, 'prolog': 8192, 'scheme': 6130, 'shell': 170464}",User,https://api.github.com/repos/jmechner/Prince-of-Persia-Apple-II,2017-04-13T00:26:29Z,[],a running jumping swordfighting game i made on the apple ii from  
10575878,24833,706,42,289,5014,"{'css': 1601, 'go': 5875, 'html': 87106, 'javascript': 151383}",User,https://api.github.com/repos/kevana/ui-for-docker,2017-07-07T10:34:08Z,[],a web interface for formerly known as dockerui this repo is not maintained
3548254,91250,1020,190,421,5011,"{'batchfile': 21277, 'groovy': 44049, 'html': 6384, 'java': 4132325, 'makefile': 1212, 'ruby': 935275, 'shell': 351635, 'xslt': 1497}",Organization,https://api.github.com/repos/thinkaurelius/titan,2017-02-18T21:00:37Z,[],distributed graph database
4710876,1400,2744,18,485,4926,{'java': 467882},User,https://api.github.com/repos/Trinea/android-common,2017-05-16T16:03:36Z,[],android common include utils and so on
33456123,1519,531,55,97,4918,"{'objective-c': 5631, 'ruby': 546, 'swift': 57572}",User,https://api.github.com/repos/nickoneill/PermissionScope,2017-10-31T17:34:17Z,[],intelligent ios permissions ui and unified api
46531155,370,1148,137,269,4789,"{'html': 2017, 'jupyter notebook': 186360, 'lua': 88215, 'python': 12337, 'shell': 579}",User,https://api.github.com/repos/karpathy/neuraltalk2,2017-11-07T05:59:20Z,[],efficient image captioning code in runs on gpu
2310615,97,1016,32,189,4726,"{'html': 3522, 'javascript': 3350}",User,https://api.github.com/repos/davatron5000/FitVids.js,2017-08-17T05:56:57Z,[],a easy to use jquery plugin for fluid width video embeds
5363235,620,350,33,177,4628,"{'javascript': 28749, 'makefile': 133}",Organization,https://api.github.com/repos/componentjs/component,2017-12-16T14:10:16Z,[],frontend package manager and build tool for modular web applications
2893217,6388,523,0,141,4584,"{'coffeescript': 4127, 'css': 1542, 'html': 1933, 'javascript': 37003}",User,https://api.github.com/repos/tbranyen/backbone-boilerplate,2017-07-09T21:47:48Z,[],a workflow for building backbone applications
40877175,62804,1687,39,261,4582,"{'html': 13568, 'java': 1830845, 'lua': 3338}",User,https://api.github.com/repos/chentao0707/SimplifyReader,2017-03-24T02:08:28Z,[],google material designandroid     mvp      
1786438,211,706,35,152,4543,"{'javascript': 38160, 'makefile': 396}",Organization,https://api.github.com/repos/visionmedia/move.js,2017-10-30T15:13:25Z,[],css backed javascript animation framework
40102186,724,1185,114,164,4472,{'java': 74010},User,https://api.github.com/repos/hongyangAndroid/baseAdapter,2017-07-21T02:45:53Z,[],android adapter for item
36187165,925,214,2,94,4460,"{'coffeescript': 10631, 'css': 394, 'html': 6852}",User,https://api.github.com/repos/jariz/vibrant.js,2017-11-28T15:50:23Z,['palette'],extract prominent colors from an image js port of android s palette
