language,count,count_distribution,bytes,bytes_distribution,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
javascript,388,0.18063314711359404,321384970,0.3346220793802464,0.663,0.3942,0.9174,1.0,0.0
ruby,238,0.11080074487895716,18662982,0.019431667399617693,0.4822,0.4569,0.3481,1.0,1.3224865117776545e-05
shell,199,0.09264432029795158,7514588,0.007824096634779926,0.1071,0.253,0.0054,1.0,2.1384826502719316e-05
objective-c,240,0.11173184357541899,36561315,0.03806719166168908,0.7821,0.3705,0.9865,1.0,0.00020888814777076864
java,107,0.04981378026070764,56245915,0.05856255516225477,0.7086,0.3846,0.9828,1.0,3.778005590848591e-05
c,133,0.06191806331471136,140080993,0.14585060763516647,0.3517,0.3603,0.1844,1.0,0.00025398933279859433
css,131,0.06098696461824953,6997328,0.00728553188242008,0.2595,0.3055,0.1371,1.0,0.0
php,56,0.0260707635009311,32349050,0.03368143313290463,0.5438,0.4428,0.7167,1.0,8.639673479926414e-06
groovy,13,0.006052141527001862,233293,0.0002429018032948331,0.1186,0.2536,0.0413,0.9337610014272122,0.0007783204362956309
python,162,0.07541899441340782,45506158,0.047380452217681605,0.5355,0.4488,0.6528,1.0,6.355527941155545e-05
xslt,8,0.0037243947858473,324690,0.0003380632359813597,0.1337,0.3159,0.0095,0.9087288712974078,0.00047322070101785867
perl,58,0.027001862197392923,5511131,0.005738121838606631,0.1351,0.284,0.0056,1.0,3.711244334218102e-05
erlang,11,0.005121042830540037,4359049,0.00453858822489547,0.4519,0.4616,0.4438,1.0,0.00038330181716291715
racket,11,0.005121042830540037,17574,1.829783273010076e-05,0.0018,0.0053,0.0001,0.01766240154295219,6.754592500767002e-06
coffeescript,56,0.0260707635009311,1634690,0.0017020191297125533,0.3797,0.3974,0.1803,1.0,0.000267566989044348
scala,14,0.006517690875232775,6979048,0.007266498971170152,0.5232,0.4752,0.6352,1.0,0.003065688628663531
c++,92,0.04283054003724395,121555832,0.12656243776625864,0.2812,0.3373,0.0807,0.9879601494396015,0.00019359081796098483
r,6,0.002793296089385475,27509,2.8642032580649927e-05,0.1832,0.4009,0.0216,1.0,2.1260744287736718e-05
tex,3,0.0013966480446927375,380966,0.00039665711527572356,0.7358,0.3222,0.8384,0.9941976235809575,0.37482648930017354
vhdl,1,0.0004655493482309125,14830212,0.015441034398994712,0.8382349499977109,0.8382349499977109,0.8382349499977109,0.8382349499977109,0.8382349499977109
verilog,1,0.0004655493482309125,2666973,0.002776819497535849,0.15074295494226547,0.15074295494226547,0.15074295494226547,0.15074295494226547,0.15074295494226547
tcl,1,0.0004655493482309125,121598,0.0001266063425694089,0.006872976155015292,0.006872976155015292,0.006872976155015292,0.006872976155015292,0.006872976155015292
coq,1,0.0004655493482309125,12477,1.2990898997010765e-05,0.000705226430419298,0.000705226430419298,0.000705226430419298,0.000705226430419298,0.000705226430419298
actionscript,12,0.00558659217877095,34922592,0.0363609734219617,0.735,0.4144,0.9955,1.0,0.003529434205255739
arduino,3,0.0013966480446927375,42789,4.455138071516339e-05,0.3306,0.2856,0.473,0.5170318941201996,0.0018689689329545627
prolog,9,0.004189944134078212,142331,0.0001481932872600416,0.1162,0.3315,0.0034,1.0,1.8991902888530307e-06
assembly,21,0.009776536312849162,14873408,0.015486009543105866,0.1106,0.2569,0.0119,0.931394091590806,8.223513191368886e-05
ec,1,0.0004655493482309125,5079,5.288192354397505e-06,0.00030235162773996116,0.00030235162773996116,0.00030235162773996116,0.00030235162773996116,0.00030235162773996116
scheme,5,0.0023277467411545625,135005,0.0001405655461321983,0.01,0.0213,0.0003,0.04813669133197933,2.6241016194070277e-05
emacs lisp,9,0.004189944134078212,1170820,0.0012190433889300429,0.18,0.3327,0.0082,1.0,9.756926912104674e-05
parrot,1,0.0004655493482309125,2922,3.0423504744141585e-06,0.009817459757486569,0.009817459757486569,0.009817459757486569,0.009817459757486569,0.009817459757486569
fortran,2,0.000931098696461825,738,7.68396526392077e-07,0.0012,0.0016,0.0012,0.00227797320861598,5.9533318317707494e-05
lua,8,0.0037243947858473,1261943,0.0013139195361853615,0.3246,0.4413,0.0791,1.0,5.734220984575916e-06
d,12,0.00558659217877095,10475136,0.010906582812851756,0.194,0.3708,0.0113,1.0,9.39672401853055e-05
julia,1,0.0004655493482309125,236678,0.0002464262236767263,0.006642796965607125,0.006642796965607125,0.006642796965607125,0.006642796965607125,0.006642796965607125
c#,18,0.008379888268156424,41273262,0.042973212945352446,0.5036,0.4162,0.5325,1.0,0.003540291550747224
objective-j,2,0.000931098696461825,12782657,0.013309145307400226,0.4853,0.6855,0.4853,0.9699691435014913,0.0005821056839532689
common lisp,4,0.00186219739292365,1244348,0.0012955998385134528,0.1597,0.1881,0.1144,0.4100110653032695,0.0001044366080033806
xml,6,0.002793296089385475,125346,0.00013050871408826732,0.1707,0.4063,0.0021,1.0,0.00030634847521405963
matlab,8,0.0037243947858473,2773115,0.0028873332429346405,0.1565,0.2227,0.0256,0.5371184043473934,0.0001970162303996936
m,4,0.00186219739292365,414458,0.00043152857389621606,0.1696,0.2711,0.0526,0.5732492735398576,5.7225964397075614e-05
ragel in ruby host,3,0.0013966480446927375,114190,0.00011889322404974427,0.051,0.0679,0.0233,0.12847420444295923,0.0013845710985468023
vim script,9,0.004189944134078212,2020126,0.0021033303540302453,0.6663,0.4777,0.9949,1.0,3.684830020491277e-05
go,13,0.006052141527001862,1092800,0.0011378099241751514,0.6524,0.4334,0.9868,1.0,0.0050586682130563
clojure,17,0.007914338919925512,2314642,0.002409976792196761,0.7704,0.3912,0.9794,1.0,0.003933726424391919
haskell,9,0.004189944134078212,801458,0.0008344682157847442,0.4353,0.4731,0.222,1.0,0.00016950281005810496
asp,6,0.002793296089385475,182350,0.00018986057803197187,0.0333,0.0597,0.0086,0.15414998480177167,0.0007213833586760494
puppet,2,0.000931098696461825,11915,1.240575150672303e-05,0.3348,0.2514,0.3348,0.5125598588591112,0.15705448553445528
visual basic,2,0.000931098696461825,1473,1.533669489668739e-06,0.0001,0.0001,0.0001,0.00022974059583899238,5.6572247715281006e-05
typescript,1,0.0004655493482309125,128874,0.00013418202431199529,0.23109158560093243,0.23109158560093243,0.23109158560093243,0.23109158560093243,0.23109158560093243
coldfusion,2,0.000931098696461825,172115,0.0001792040218698812,0.0131,0.0185,0.0131,0.02616041945121472,3.243167846520658e-05
lasso,1,0.0004655493482309125,33315,3.4687168396682986e-05,0.005115839246403019,0.005115839246403019,0.005115839246403019,0.005115839246403019,0.005115839246403019
