language,count,count_distribution,bytes,bytes_distribution,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
awk,5,0.0023277467411545625,48014,4.999158647451109e-05,0.0061,0.0125,0.0002,0.02839451207367225,5.494503489885334e-05
gosu,2,0.000931098696461825,1251394,0.0013029360470838574,0.1185,0.1446,0.1185,0.2207578581684887,0.016196204667672864
kotlin,1,0.0004655493482309125,15545,1.6185262876375116e-05,0.36295500712134304,0.36295500712134304,0.36295500712134304,0.36295500712134304,0.36295500712134304
processing,3,0.0013966480446927375,149901,0.00015607507818793867,0.4691,0.1033,0.4798,0.5667124806970808,0.3609097844745375
ocaml,1,0.0004655493482309125,3939112,0.004101354983562801,0.30460335453175275,0.30460335453175275,0.30460335453175275,0.30460335453175275,0.30460335453175275
graphviz (dot),1,0.0004655493482309125,627,6.528246911217239e-07,4.848460853395612e-05,4.848460853395612e-05,4.848460853395612e-05,4.848460853395612e-05,4.848460853395612e-05
wisp,1,0.0004655493482309125,27387,2.851500768062305e-05,0.04142578390888052,0.04142578390888052,0.04142578390888052,0.04142578390888052,0.04142578390888052
rust,2,0.000931098696461825,6547,6.816655905540553e-06,0.5001,0.7069,0.5001,1.0,0.0002444816873371284
rouge,1,0.0004655493482309125,438,4.5604021485058226e-07,2.0956669072377445e-05,2.0956669072377445e-05,2.0956669072377445e-05,2.0956669072377445e-05,2.0956669072377445e-05
powershell,2,0.000931098696461825,89111,9.278127759258045e-05,0.0576,0.0308,0.0576,0.07933568664450723,0.03576541775844837
component pascal,1,0.0004655493482309125,8738,9.097898167498603e-06,0.0006818321386705178,0.0006818321386705178,0.0006818321386705178,0.0006818321386705178,0.0006818321386705178
elixir,1,0.0004655493482309125,239,2.4884386152805747e-07,0.0075921219822109275,0.0075921219822109275,0.0075921219822109275,0.0075921219822109275,0.0075921219822109275
scilab,1,0.0004655493482309125,2190,2.2802010742529114e-06,0.0004717373332063879,0.0004717373332063879,0.0004717373332063879,0.0004717373332063879,0.0004717373332063879
smalltalk,2,0.000931098696461825,2122727,0.0022101572537651416,0.0533,0.0718,0.0533,0.1040645713476981,0.0025941831650280137
openedge abl,1,0.0004655493482309125,57017,5.9365399383871344e-05,0.002993145326058974,0.002993145326058974,0.002993145326058974,0.002993145326058974,0.002993145326058974
pure data,1,0.0004655493482309125,757,7.88179092789705e-07,0.012984339891254009,0.012984339891254009,0.012984339891254009,0.012984339891254009,0.012984339891254009
pascal,1,0.0004655493482309125,7644,7.958838818077285e-06,0.14186555807134107,0.14186555807134107,0.14186555807134107,0.14186555807134107,0.14186555807134107
