id,language_dictionary,total_bytes_written,language_distribution,all_languages,main_language,languages_used,language_combinations,owner_type,open_issues,stars,watchers,forks,size,topics,description
5689093,"{'java': 211454, 'python': 989}",212443,"{'java': 0.9953446336193709, 'python': 0.004655366380629157}","['java', 'python']",java,2,[],Organization,40,4263,463,1238,1917,[],a template and bootstrap and boilerplate application that includes tons of great open source tools and frameworks
9175924,"{'css': 43464, 'ruby': 22268, 'coffeescript': 14167}",79899,"{'css': 0.5439867833139338, 'ruby': 0.2787018610996383, 'coffeescript': 0.17731135558642785}","['css', 'ruby', 'coffeescript']",css,3,[],Organization,3,4190,192,349,1116,[],an extensible open source mobile backend framework
12231467,"{'javascript': 129264, 'css': 15455, 'html': 3440}",148159,"{'javascript': 0.8724680917122821, 'css': 0.10431360902813869, 'html': 0.023218299259579234}","['javascript', 'css', 'html']",javascript,3,['css html'],Organization,152,3984,226,606,19613,[],open source cloud desktop ide
9477941,"{'vala': 213346, 'cmake': 53189, 'shell': 10883, 'css': 2439, 'html': 1480}",281337,"{'vala': 0.7583289791246797, 'cmake': 0.18905796251470655, 'shell': 0.03868314512488581, 'css': 0.008669318290875356, 'html': 0.005260594944852614}","['vala', 'cmake', 'shell', 'css', 'html']",vala,5,['css html shell'],User,123,3962,191,198,2984,[],at last a modern terminal emulator no longer maintained
1171324,"{'apacheconf': 40688, 'javascript': 15687, 'html': 5996, 'css': 3830}",66201,"{'apacheconf': 0.614613072310086, 'javascript': 0.2369601667648525, 'html': 0.0905726499599704, 'css': 0.05785411096509116}","['apacheconf', 'javascript', 'html', 'css']",apacheconf,4,['css html javascript'],Organization,3,3960,264,700,12204,[],deprecated a front end template that helps you build modern mobile web apps
1262871,"{'javascript': 192, 'shell': 88}",280,"{'javascript': 0.6857142857142857, 'shell': 0.3142857142857143}","['javascript', 'shell']",javascript,2,[],User,2,3934,287,266,1706,[],javascript wiki focuses mainly on js and html and webgl related tech
472860,"{'javascript': 20967, 'html': 1193, 'css': 356}",22516,"{'javascript': 0.9312044768164861, 'html': 0.052984544324036244, 'css': 0.015810978859477704}","['javascript', 'html', 'css']",javascript,3,['css html'],User,9,3652,137,261,261,[],helium javascript tool to scan your site and show unused css
24504893,"{'c#': 71966, 'c': 28024, 'c++': 13666, 'shell': 2609}",116265,"{'c#': 0.6189824968821227, 'c': 0.2410355653034017, 'c++': 0.11754182256052982, 'shell': 0.02244011525394573}","['c#', 'c', 'c++', 'shell']",c#,4,['c c++ shell'],User,164,3638,404,1259,1266,[],phison    custom firmware existing firmware patches badusb
849558,"{'ruby': 879, 'objective-c': 609}",1488,"{'ruby': 0.5907258064516129, 'objective-c': 0.4092741935483871}","['ruby', 'objective-c']",ruby,2,[],User,1,3395,189,603,5369,[],a collection of well documented ios classes for making life easier
3171250,"{'javascript': 306389, 'css': 92698, 'html': 40609}",439696,"{'javascript': 0.6968200756886577, 'css': 0.21082293220770715, 'html': 0.09235699210363524}","['javascript', 'css', 'html']",javascript,3,['css html'],User,38,3377,158,510,31482,[],the responsive css animation framework for creating unique and other step based applications
11745592,"{'javascript': 58545, 'coffeescript': 44249, 'css': 22277, 'html': 6210}",131281,"{'javascript': 0.4459518132860048, 'coffeescript': 0.3370556287657772, 'css': 0.16968944477875703, 'html': 0.047303113169460925}","['javascript', 'coffeescript', 'css', 'html']",javascript,4,['coffeescript css html'],User,44,3297,94,240,6801,[],skeuocard progressively enhances credit card inputs to provide a skeuomorphic interface
