antecedents,consequents,antecedents_support,consequents_suport,support,confidience,lift,leaverage,conviction
0,c_c++_python,0.0019120458891013384,0.01338432122370937,0.0019120458891013384,1.0,74.71428571428571,0.001886454452727133,inf
css_shell,1,0.0019120458891013384,0.022944550669216062,0.0019120458891013384,1.0,43.58333333333333,0.0018681748553169865,inf
c++_python,3,0.0019120458891013384,0.055449330783938815,0.0019120458891013384,1.0,18.03448275862069,0.0018060242241224878,inf
69,css_javascript_shell,0.0019120458891013384,0.011472275334608031,0.0019120458891013384,1.0,87.16666666666666,0.0018901103722091623,inf
90,css_javascript_shell,0.0019120458891013384,0.011472275334608031,0.0019120458891013384,1.0,87.16666666666666,0.0018901103722091623,inf
85,css_javascript_shell,0.0019120458891013384,0.011472275334608031,0.0019120458891013384,1.0,87.16666666666666,0.0018901103722091623,inf
batchfile_shell,10,0.0019120458891013384,0.028680688336520075,0.0019120458891013384,1.0,34.86666666666667,0.0018572070968708985,inf
c_shell,14,0.0019120458891013384,0.030592734225621414,0.0019120458891013384,1.0,32.6875,0.0018535511773888692,inf
18,javascript_python,0.0019120458891013384,0.0076481835564053535,0.0019120458891013384,1.0,130.75,0.001897422211173221,inf
25,css_html_javascript,0.0019120458891013384,0.14722753346080306,0.0019120458891013384,1.0,6.792207792207792,0.0016305400889850801,inf
html_javascript_python,26,0.0019120458891013384,0.017208413001912046,0.0019120458891013384,1.0,58.111111111111114,0.0018791426137630743,inf
coffeescript_css_javascript,28,0.0019120458891013384,0.04206500956022945,0.0019120458891013384,1.0,23.772727272727273,0.0018316156604966931,inf
30,objective-c_ruby,0.0038240917782026767,0.10516252390057361,0.0038240917782026767,1.0,9.50909090909091,0.0034219406351794508,inf
batchfile_python,34,0.0019120458891013384,0.0057361376673040155,0.0019120458891013384,1.0,174.33333333333331,0.0019010781306552503,inf
35,objective-c_ruby,0.0019120458891013384,0.10516252390057361,0.0019120458891013384,1.0,9.50909090909091,0.0017109703175897254,inf
css_ruby_shell,43,0.0019120458891013384,0.04206500956022945,0.0019120458891013384,1.0,23.772727272727273,0.0018316156604966931,inf
44,css_html_javascript_ruby,0.0019120458891013384,0.028680688336520075,0.0019120458891013384,1.0,34.86666666666667,0.0018572070968708985,inf
49,c_makefile_shell,0.0019120458891013384,0.0057361376673040155,0.0019120458891013384,1.0,174.33333333333331,0.0019010781306552503,inf
50,html_javascript,0.0019120458891013384,0.05162523900573614,0.0019120458891013384,1.0,19.37037037037037,0.0018133360630865464,inf
51,objective-c_swift,0.0019120458891013384,0.015296367112810707,0.0019120458891013384,1.0,65.375,0.0018827985332451037,inf
55,html_javascript_makefile,0.0019120458891013384,0.0019120458891013384,0.0019120458891013384,1.0,523.0,0.001908389969619309,inf
html_javascript_makefile,55,0.0019120458891013384,0.0019120458891013384,0.0019120458891013384,1.0,523.0,0.001908389969619309,inf
57,html_javascript,0.0019120458891013384,0.05162523900573614,0.0019120458891013384,1.0,19.37037037037037,0.0018133360630865464,inf
58,css_javascript,0.0019120458891013384,0.04780114722753346,0.0019120458891013384,1.0,20.92,0.0018206479020506051,inf
60,css_html_javascript_shell,0.0019120458891013384,0.03824091778202677,0.0019120458891013384,1.0,26.15,0.0018389274994607518,inf
63,html_javascript,0.0019120458891013384,0.05162523900573614,0.0019120458891013384,1.0,19.37037037037037,0.0018133360630865464,inf
66,objective-c_ruby,0.0019120458891013384,0.10516252390057361,0.0019120458891013384,1.0,9.50909090909091,0.0017109703175897254,inf
65,objective-c_ruby,0.0019120458891013384,0.10516252390057361,0.0019120458891013384,1.0,9.50909090909091,0.0017109703175897254,inf
68,javascript_makefile,0.0019120458891013384,0.009560229445506692,0.0019120458891013384,1.0,104.6,0.0018937662916911917,inf
70,makefile_shell,0.0019120458891013384,0.0057361376673040155,0.0019120458891013384,1.0,174.33333333333331,0.0019010781306552503,inf
72,objective-c_ruby,0.0019120458891013384,0.10516252390057361,0.0019120458891013384,1.0,9.50909090909091,0.0017109703175897254,inf
74,c_c++_makefile,0.0019120458891013384,0.009560229445506692,0.0019120458891013384,1.0,104.6,0.0018937662916911917,inf
76,c_objective-c_shell,0.0019120458891013384,0.0038240917782026767,0.0019120458891013384,1.0,261.5,0.0019047340501372797,inf
77,css_javascript_php,0.0019120458891013384,0.019120458891013385,0.0019120458891013384,1.0,52.3,0.001875486694281045,inf
79,css_html_javascript,0.0057361376673040155,0.14722753346080306,0.0038240917782026767,0.6666666666666666,4.528138528138528,0.002979574377853902,2.5583173996175903
html_python,80,0.0057361376673040155,0.019120458891013385,0.0038240917782026767,0.6666666666666666,34.86666666666667,0.003714414193741797,2.9426386233269595
python_ruby,82,0.0019120458891013384,0.015296367112810707,0.0019120458891013384,1.0,65.375,0.0018827985332451037,inf
css_html,82,0.0019120458891013384,0.015296367112810707,0.0019120458891013384,1.0,65.375,0.0018827985332451037,inf
