combo_id,combination,count,distribution
0,css html,128,0.09992193598750976
1,html javascript,64,0.04996096799375488
2,css javascript,63,0.04918032786885246
3,html shell,53,0.04137392661982826
4,makefile shell,48,0.03747072599531616
5,css shell,42,0.03278688524590164
6,ruby shell,40,0.0312256049960968
7,html makefile,36,0.02810304449648712
8,javascript shell,35,0.0273224043715847
9,c shell,34,0.02654176424668228
10,python shell,33,0.02576112412177986
11,css html javascript,33,0.02576112412177986
12,css html shell,30,0.0234192037470726
13,html ruby,28,0.02185792349726776
14,html python,25,0.0195160031225605
15,c makefile,23,0.01795472287275566
16,css makefile,23,0.01795472287275566
17,c++ makefile,22,0.01717408274785324
18,makefile python,21,0.01639344262295082
19,html makefile shell,21,0.01639344262295082
20,c++ shell,21,0.01639344262295082
21,batchfile shell,19,0.01483216237314598
22,javascript ruby,19,0.01483216237314598
23,c ruby,19,0.01483216237314598
24,css javascript shell,18,0.01405152224824356
25,c c++,18,0.01405152224824356
26,html javascript shell,18,0.01405152224824356
27,javascript makefile,17,0.01327088212334114
28,makefile python shell,17,0.01327088212334114
29,css ruby,17,0.01327088212334114
30,css html makefile,17,0.01327088212334114
31,makefile ruby,17,0.01327088212334114
32,html python shell,16,0.01249024199843872
33,c++ objective-c,16,0.01249024199843872
34,c python,15,0.0117096018735363
35,objective-c shell,15,0.0117096018735363
36,javascript python,15,0.0117096018735363
37,coffeescript css,15,0.0117096018735363
38,c++ python,15,0.0117096018735363
39,perl shell,14,0.01092896174863388
40,c makefile shell,14,0.01092896174863388
41,c++ html,14,0.01092896174863388
42,c html,13,0.01014832162373146
43,c objective-c,13,0.01014832162373146
44,html makefile python,13,0.01014832162373146
45,batchfile html,13,0.01014832162373146
46,c++ makefile shell,13,0.01014832162373146
47,objective-c python,12,0.00936768149882904
48,html makefile python shell,12,0.00936768149882904
49,c javascript,12,0.00936768149882904
50,coffeescript html,12,0.00936768149882904
51,java shell,12,0.0
52,css html ruby,12,0.0
53,css html javascript shell,12,0.0
54,javascript php,12,0.0
55,html ruby shell,12,0.0
56,c ruby shell,12,0.0
57,java python,12,0.0
58,html perl,11,0.0
59,makefile objective-c,11,0.0
60,css python,11,0.0
61,c java,11,0.0
62,batchfile css,11,0.0
63,html javascript makefile,11,0.0
64,html javascript ruby,11,0.0
65,c++ javascript,10,0.0
66,makefile perl,10,0.0
67,html objective-c,10,0.0
68,javascript python shell,10,0.0
69,coffeescript css html,10,0.0
70,batchfile javascript,10,0.0
71,batchfile html shell,10,0.0
72,c++ html shell,10,0.0
73,c++ python shell,10,0.0
74,css makefile shell,10,0.0
75,java makefile,10,0.0
76,objective-c ruby,10,0.0
77,apacheconf css,10,0.0
78,makefile ruby shell,10,0.0
79,html java,10,0.0
80,perl python,9,0.0
81,java javascript,9,0.0
82,html javascript python,9,0.0
83,batchfile css html,9,0.0
84,css html python,9,0.0
85,css ruby shell,9,0.0
86,ruby swift,9,0.0
87,c perl,8,0.0
88,c html shell,8,0.0
89,c makefile python,8,0.0
90,c python shell,8,0.0
91,makefile objective-c shell,8,0.0
92,java objective-c,8,0.0
93,css python shell,8,0.0
94,c css,8,0.0
95,batchfile html javascript,8,0.0
96,c c++ shell,8,0.0
97,c html javascript,8,0.0
98,c javascript shell,8,0.0
99,c++ html javascript,8,0.0
100,c++ html makefile,8,0.0
101,c++ makefile python,8,0.0
102,css javascript makefile,8,0.0
103,javascript makefile shell,8,0.0
104,c++ makefile python shell,8,0.0
105,css html makefile shell,8,0.0
106,python ruby,8,0.0
107,java python shell,8,0.0
108,css php,8,0.0
109,m4 shell,7,0.0
110,c html makefile,7,0.0
111,html perl shell,7,0.0
112,perl python shell,7,0.0
113,c makefile python shell,7,0.0
114,php shell,7,0.0
115,c++ objective-c++,7,0.0
116,coffeescript javascript,7,0.0
117,batchfile python,7,0.0
118,batchfile css shell,7,0.0
119,batchfile javascript shell,7,0.0
120,batchfile python shell,7,0.0
121,c c++ makefile,7,0.0
122,batchfile css html shell,7,0.0
123,c++ html makefile shell,7,0.0
124,html javascript makefile shell,7,0.0
125,java makefile shell,7,0.0
126,css html ruby shell,7,0.0
127,c++ java,7,0.0
128,html makefile ruby,7,0.0
129,c++ objective-c shell,7,0.0
130,objective-c objective-c++,7,0.0
131,apacheconf html,7,0.0
132,apacheconf css html,7,0.0
133,c++ perl,6,0.0
134,javascript perl,6,0.0
135,groff html,6,0.0
136,m4 makefile,6,0.0
137,objective-c perl,6,0.0
138,c html objective-c,6,0.0
139,c objective-c shell,6,0.0
140,c perl shell,6,0.0
141,m4 makefile shell,6,0.0
142,makefile perl shell,6,0.0
143,c html makefile shell,6,0.0
144,assembly c++,6,0.0
145,batchfile c++,6,0.0
146,css javascript python,6,0.0
147,assembly c,6,0.0
148,assembly shell,6,0.0
149,cmake shell,6,0.0
150,batchfile makefile,6,0.0
151,batchfile css javascript,6,0.0
152,batchfile makefile shell,6,0.0
153,c c++ html,6,0.0
154,c c++ javascript,6,0.0
155,c++ html python,6,0.0
156,batchfile css html javascript,6,0.0
157,c c++ html javascript,6,0.0
158,c++ html python shell,6,0.0
159,css html python shell,6,0.0
160,c java makefile,6,0.0
161,coffeescript ruby,6,0.0
162,java javascript python,6,0.0
163,java makefile python,6,0.0
164,assembly html,6,0.0
165,html php,6,0.0
166,javascript objective-c,6,0.0
167,javascript ruby shell,6,0.0
168,m4 python,5,0.0
169,c html perl,5,0.0
170,c html python,5,0.0
171,c makefile objective-c,5,0.0
172,c objective-c python,5,0.0
173,html makefile perl,5,0.0
174,html perl python,5,0.0
175,m4 makefile python,5,0.0
176,m4 python shell,5,0.0
177,makefile perl python,5,0.0
178,objective-c python shell,5,0.0
179,m4 makefile python shell,5,0.0
180,perl php,5,0.0
181,php python,5,0.0
182,objective-c++ shell,5,0.0
183,css javascript python shell,5,0.0
184,c objective-c++,5,0.0
185,c java javascript,5,0.0
186,coffeescript css javascript,5,0.0
187,c java shell,5,0.0
188,c++ css,5,0.0
189,batchfile c++ shell,5,0.0
190,batchfile html python,5,0.0
191,c css javascript,5,0.0
192,c css shell,5,0.0
193,c javascript makefile,5,0.0
194,c++ css html,5,0.0
195,c++ css javascript,5,0.0
196,c++ javascript shell,5,0.0
197,javascript makefile python,5,0.0
198,batchfile html javascript shell,5,0.0
199,batchfile html python shell,5,0.0
200,c c++ makefile shell,5,0.0
201,c html javascript shell,5,0.0
202,c javascript makefile shell,5,0.0
203,c++ css html javascript,5,0.0
204,c++ html javascript shell,5,0.0
205,c++ html makefile python,5,0.0
206,css html javascript makefile,5,0.0
207,html javascript python shell,5,0.0
208,c++ html makefile python shell,5,0.0
209,apacheconf javascript,5,0.0
210,apacheconf css javascript,5,0.0
211,objective-c ruby shell,5,0.0
212,c c++ objective-c,5,0.0
213,go javascript,5,0.0
214,c++ ruby,5,0.0
215,c++ ruby shell,5,0.0
216,css javascript ruby,5,0.0
217,c++ makefile objective-c,5,0.0
218,c++ objective-c python,5,0.0
219,java makefile python shell,5,0.0
220,css javascript php,5,0.0
221,html java javascript,5,0.0
222,c++ objective-c objective-c++,5,0.0
223,css objective-c,5,0.0
224,c makefile ruby,5,0.0
225,html java shell,5,0.0
226,go makefile,5,0.0
227,makefile python ruby,5,0.0
228,python ruby shell,5,0.0
229,html python ruby,5,0.0
230,assembly makefile,5,0.0
231,c++ html objective-c,5,0.0
232,c++ javascript makefile,4,0.0
233,c++ makefile perl,4,0.0
234,c m4,4,0.0
235,groff makefile,4,0.0
236,groff shell,4,0.0
237,html m4,4,0.0
238,c m4 makefile,4,0.0
239,c m4 shell,4,0.0
240,c objective-c perl,4,0.0
241,html m4 shell,4,0.0
242,html makefile objective-c,4,0.0
243,html objective-c perl,4,0.0
244,html objective-c python,4,0.0
245,html objective-c shell,4,0.0
246,makefile objective-c perl,4,0.0
247,makefile objective-c python,4,0.0
248,objective-c perl python,4,0.0
249,objective-c perl shell,4,0.0
250,c html makefile python,4,0.0
251,c html python shell,4,0.0
252,c m4 makefile shell,4,0.0
253,c makefile objective-c shell,4,0.0
254,html perl python shell,4,0.0
255,makefile objective-c python shell,4,0.0
256,makefile perl python shell,4,0.0
257,c html makefile python shell,4,0.0
258,perl php shell,4,0.0
259,assembly objective-c,4,0.0
260,batchfile objective-c,4,0.0
261,batchfile c++ objective-c,4,0.0
262,javascript objective-c++,4,0.0
263,c++ groff,4,0.0
264,gherkin html,4,0.0
265,assembly perl,4,0.0
266,c cmake,4,0.0
267,cmake objective-c,4,0.0
268,java php,4,0.0
269,assembly c shell,4,0.0
270,batchfile html makefile,4,0.0
271,c c++ python,4,0.0
272,c css html,4,0.0
273,c javascript python,4,0.0
274,batchfile css javascript shell,4,0.0
